text	created_at	public_metrics	Google_Translation	@	village	region	district
There’s a fire that broke out in #Hargeisa market May Allah protect the people living there and their livelihoods they’re already experiencing droughts all over there and around  somalia 🙏🏽 #Somaliland #Somalia #drought https://t.co/hyezUBpvOD	2022-04-01T19:41:08.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	['Hargeysa']	['Woqooyi Galbeed']	['Hargeysa']
"Impact of drought on the nutritional condition of Somali children and the role of Ready-to-Use Therapeutic Foods to help combat severe acute malnutrition. 

#Drought #Nutrition #SevereAcuteMalnutrition #Somalia #Children #RUTF #BeForChange #EveryChildFed #UNICEF https://t.co/oH577ZoSPA"	2022-04-01T19:00:39.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
Growing risk of Somalia famine, as drought impact worsens https://t.co/ImAkywPMHK	2022-04-01T18:24:56.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Drought and now the conflict in Ukraine are driving millions of people across East Africa to dangerous levels of hunger. @mercycorps found that the cost of cooking oil in Somalia has already increased by 70%. This crisis demands international attention. https://t.co/lyqrbNUMJm	2022-04-01T18:21:17.000Z	{'retweet_count': 3, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}		['@mercycorps']	[]	[]	[]
@SenatorCardin @VanHollenForMD @LeaderHoyer please support the Global Malnutrition Prevention and Treatment Act. This is time-sensitive legislation, especially as climate change continues to harm emerging nations at disproportionate rates (look at the famine &amp; drought in Somalia)	2022-04-01T18:12:51.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@SenatorCardin', '@VanHollenForMD', '@LeaderHoyer']	[]	[]	[]
may Allah salvage the people of Somalia from this drought Aameen	2022-04-01T17:58:27.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 25, 'quote_count': 0}		[]	[]	[]	[]
@nytimes 🧵1/2 NAIROBI, Kenya First came the drought, drying up rivers, and claiming the lives of two of Ruqiya Hussein Ahmeds children as her family fled the barren countryside in southwest Somalia.The conflict in Ukraine is compounding an already complicated situation in East Africa,	2022-04-01T16:54:17.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		['@nytimes']	['Ruqiya']	['Bay']	['Buur Hakaba']
Somalia - Drought Current Operational Priority Areas - March 2022 (As of 31 March 2022) https://t.co/kgkZg1y9uB via @reliefweb	2022-04-01T15:00:20.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@reliefweb']	[]	[]	[]
"Latest @UKHSA global #climate &amp; health hazards bulletin - #Antarctic ice shelf collapse; #flooding &amp; landslides affect Ecuador; Somalia #drought:
https://t.co/4y6hkgANc3 https://t.co/4b56YeVikS"	2022-04-01T14:30:20.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['@UKHSA']	[]	[]	[]
Extreme drought had struck Somalia multiple times and the victims are our fellow citizens. This drought is dire &amp; unprecedented in terms of death toll. Still the crucial role of the federal govt is missing. https://t.co/zLKkLsRyGd	2022-04-01T13:30:52.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
"Somalia, which imports wheat from Ukraine, is currently experiencing its worst drought in 40 years.
https://t.co/g25qsh4X4L 
#Russia 
#Somalia 
#Ukraine"	2022-04-01T11:44:45.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Let us hope that someone could dam some of this water this time. It doesn’t make sense to pray for rain today and die of thirst tomorrow. #drought #ClimateCrisis #Somalia. https://t.co/IpnCegckDn	2022-04-01T11:22:29.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"According to @OCHASom, #Somalia is currently one of the most severely drought-impacted country in the Horn of Africa. Some 4.5 million Somalis are directly affected by the drought, and about 700,000 people have been displaced. 

#HelpHumanity #SaveHumanity #ClimateActionNow 

@UN"	2022-04-01T10:58:03.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}		['@OCHASom,', '@UN']	[]	[]	[]
"25 million people in Ethiopia, Somalia and Kenya may face extreme hunger in the next three months as a result of severe drought...
https://t.co/Vra1ioVAnS"	2022-04-01T10:52:17.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"@UN: RT @UNOCHA: The drought emergency in #Somalia has deteriorated to a point where the country is facing the risk of famine. Humanitarians are providing urgent life-saving support. But sustained humanitarian assistance is vital to prevent the loss of …
https://t.co/OSMQAnibkF"	2022-04-01T10:16:45.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@UN:', '@UNOCHA:']	[]	[]	[]
"UN: RT @UNOCHA: The drought emergency in #Somalia has deteriorated to a point where the country is facing the risk of famine.

Humanitarians are providing urgent life-saving support. But sustained humanitarian assistance is vital to prevent the loss of lives and livelihoods."	2022-04-01T10:00:46.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@UNOCHA:']	[]	[]	[]
Below normal rains are expected in Somalia this month according to the latest forecast, with 80% of the country experiencing extreme drought conditions where our teams are supporting communities impacted by the crisis. https://t.co/BL4YRg6kO3	2022-04-01T09:50:21.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	[]	[]
@Kenyans How about those impacted by drought in the northern part of our country and Somalia??????? They also need help!!	2022-04-01T08:39:42.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@Kenyans']	[]	[]	[]
UN warns of looming famine in Somalia amid drought by The World https://t.co/EYvAcNcdZm	2022-04-01T08:28:18.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
The Somali government continues to send emergency assistance to the hardest hit areas by the drought. #UN says that #Somalia is currently one of the most severely drought-impacted country in the Horn of Africa. Some 4.5 million Somalis are directly affected by the drought. https://t.co/TyYr2ql6oo	2022-04-01T08:20:36.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]	[]
The Somali government continues to send emergency assistance to the hardest hit areas by the drought. #UN says that #Somalia is currently one of the most severely drought-impacted country in the Horn of Africa. Some 4.5 million Somalis are directly affected by the drought. https://t.co/ZPyewSh5Tb	2022-04-01T08:20:15.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
The Somali government continues to send emergency assistance to the hardest hit areas by the drought. #UN says that #Somalia is currently one of the most severely drought-impacted country in the Horn of Africa. Some 4.5 million Somalis are directly affected by the drought. https://t.co/QC3rhZYL4e	2022-04-01T08:17:23.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
The Somali government continues to send emergency assistance to the hardest hit areas by the drought. #UN says that #Somalia is currently one of the most severely drought-impacted country in the Horn of Africa. Some 4.5 million Somalis are directly affected by the drought. https://t.co/L6iQLYkhh9	2022-04-01T08:12:16.000Z	{'retweet_count': 3, 'reply_count': 2, 'like_count': 21, 'quote_count': 0}		[]	[]	[]	[]
People are fleeing rural areas in southwestern Bay region of #Somalia which is one of the regions hardest hit by drought that is engulfing the Horn of Africa. According to the UN 4.3 million people in #Somalia are going hungry due to the drought. https://t.co/acCGuRpviU	2022-04-01T07:40:58.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	['Bay']	[]
"In March, FAO reached 5,732 drought affected families in four districts with life saving cash transfers from @UNCERF.

With the funds, vulnerable rural families were assisted to meet their basic needs such as food, water, medicine and cope with the extreme drought in Somalia. https://t.co/I5Q23gID8D"	2022-04-01T07:33:32.000Z	{'retweet_count': 13, 'reply_count': 0, 'like_count': 32, 'quote_count': 0}		['@UNCERF.\n\nWith']	[]	[]	[]
"The acute #drouhgtinSomalia is pushing the country to the edge of famine:

▪️ 4.5 million people are affected
▪️ 3.5 million are strugling to access clean water
▪️ 420,000 children could be forced to abandon school

Humanitarians are responding:
https://t.co/qtvwwg6zsA https://t.co/vVPZJQ711k"	2022-04-01T07:13:54.000Z	{'retweet_count': 21, 'reply_count': 0, 'like_count': 27, 'quote_count': 1}		[]	[]	[]	[]
"I've been saying for months that we are sleepwalking into this situation. I really feel that has changed now, that now we are hurtling towards famine. 

Every day counts. 

#Somalia #Drought"	2022-04-01T06:45:07.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}		[]	[]	[]	[]
"@LizzieWFCDO @AbdikarimMoge @Morgan_FCDO Keep showing good sides of somaliland state of Somalia

While @KFosterFCDO is always showing bad pictures about somalia and accusing the authorities of killing MPs!!!!

I noticed you don't even talk about the drought in SL🤔 just to not show bad pics about that area!!!! https://t.co/JmZS7UCPX3"	2022-04-01T06:30:15.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		['@LizzieWFCDO', '@AbdikarimMoge', '@Morgan_FCDO', '@KFosterFCDO']	[]	[]	[]
The people of #Somalia are facing the most severe drought in 40 years. https://t.co/idONs7HAlk	2022-04-01T03:52:31.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
‘There is not enough food. The situation is dire’: Somalia’s drought crisis – in pictures https://t.co/CQ4bQ72ixK	2022-04-01T02:30:03.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
@SABCNews There's a drought in Somalia, that's what's important for now Administrator. https://t.co/yd77X1R6dd	2022-04-01T02:15:59.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@SABCNews']	[]	[]	[]
Growing Risk of Somalia Famine, as Drought Impact Worsens https://t.co/FZmF4N8OxN via @Baher_Kamal	2022-04-01T02:04:37.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['@Baher_Kamal']	[]	[]	[]
A horrific drought in Somalia due to climate change is causing wide spread death. https://t.co/Iqufpsh4i8	2022-04-01T02:00:36.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}		[]	[]	[]	[]
It’s really heartbreaking the drought that keeps happening in Somalia and how most of my people are in threat of another famine.	2022-04-01T01:27:46.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"Africa correspondent @HalimaGikandi of @TheWorld on the worst drought to hit Somalia in 40+ years: ""People are without water, without food. They're seeing their livestock die.... Even some have lost their children.""

Her on-the-ground reporting in Galkayo: https://t.co/1vfQ5mEi7l https://t.co/48cKfWzEIe"	2022-03-31T23:24:26.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 2}		['@HalimaGikandi', '@TheWorld']	[]	['Mudug']	['Gaalkacyo']
"Moderate/Severe/Extreme #drought
The greater part of #Somalia is in a  dire situation
#ClimateEmergency 
#Conflict
#Hunger https://t.co/gBKBTaeyGY"	2022-03-31T21:48:38.000Z	{'retweet_count': 2, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
"#Somalia🇸🇴 is experiencing the worst drought since 1981. Millions of lives are in danger as there is a shortage in humanitarian aid supply. 

The #UN and it’s partners are working together to help provide humanitarian aid. Find out the latest➡️https://t.co/CBNHwiDgLs"	2022-03-31T21:01:02.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}		[]	[]	[]	[]
"@TheWorld @carolynbeeler @orla_barry @HalimaGikandi Not just Somalia. 
Not just from a drought.

MSM is suddenly concerned for Ukraine, at War for nearly a decade 
...barely notices all the children suffering

Sanctions. Are. GENOCIDAL.
 https://t.co/RdyYWg7RwO"	2022-03-31T20:10:00.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@TheWorld', '@carolynbeeler', '@orla_barry', '@HalimaGikandi']	[]	[]	[]
https://t.co/mU9Y0NGXD4 https://t.co/hl7q1FYUTG	2022-03-31T20:03:23.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
SOMALIA: Crippling drought forces nearly half a million people from their homes so far this year with child hunger soaring https://t.co/zTpIygPJvw	2022-03-31T20:02:50.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
@Hakimi09966557 @AlexEpstein @washingtonpost @revivingreason @TheObjStd Sooooo, there was no point mentioning Somalia then. The region they are in has always been prone to droughts. Since before industrial CO2 was a thing. I again ask for evidence that proves this drought you speak of was cause or made worse by CO2. If you have none, then we are done	2022-03-31T19:31:33.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		['@Hakimi09966557', '@AlexEpstein', '@washingtonpost', '@revivingreason', '@TheObjStd']	[]	[]	[]
Today on @TheWorld: @HalimaGikandi is on the ground in #Somalia covering the ongoing drought, which has forced many people to leave their homes in search of food and water. https://t.co/ZghkUqEBSw	2022-03-31T19:04:09.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		['@TheWorld:', '@HalimaGikandi']	[]	[]	[]
"On The World 🌍 today:

@carolynbeeler: US announces biggest release of oil from strategic petroleum reserve

@orla_barry: Pro-choice activist faces trial in #Poland 

@HalimaGikandi: UN warns of looming famine in #Somalia amid drought 

Tune in 📻 https://t.co/dUcTpk7WGx"	2022-03-31T18:55:53.000Z	{'retweet_count': 13, 'reply_count': 3, 'like_count': 15, 'quote_count': 3}		['@carolynbeeler:', '@orla_barry:', '@HalimaGikandi:']	[]	[]	[]
"THREAD: The #Muslim holy month of #Ramadan will officially start this weekend, a month of charity, devotion and festivity.

Unfortunately, this year the situation in #Somalia is dire. Millions of people will be struggling to put food on the table for Iftar due to ongoing drought. https://t.co/35Ssl1yK4l"	2022-03-31T18:01:04.000Z	{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}		[]	[]	[]	[]
@drboycewatkins1 Give this no more energy Somalia  is starving of a drought place concern there	2022-03-31T18:00:14.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		['@drboycewatkins1']	[]	[]	[]
Somalia already has people dying and drought and all sorts of malfortune might aswll lick everyone and every aid  group out . Lets take sanctions itd be no different atleast itll be upto oirselves to make or break the country	2022-03-31T17:21:49.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Terrorism and Drought Confront Somalia https://t.co/62jAtOcUQo	2022-03-31T17:17:32.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}		[]	[]	[]	[]
Tough choices for drought-affected families in rural Somalia | FAO Stories | Food and Agriculture Organization of the United Nations https://t.co/9a5048IGz4 via @FAO	2022-03-31T16:31:30.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		['@FAO']	[]	[]	[]
"I talked with @tagesschau on the extreme drought in #Somalia and how @FAO is bringing life saving assistance to rural areas. However, the humanitarian response is drastically underfunded and more support is needed to avoid catastrophe: https://t.co/KT3N329EGf

#droughtinsomalia https://t.co/1CNAcka5tq"	2022-03-31T16:15:17.000Z	{'retweet_count': 15, 'reply_count': 1, 'like_count': 43, 'quote_count': 0}		['@tagesschau', '@FAO']	[]	[]	[]
Ukraine isn't the only place where children are dying because of the Russian invasion. With all attention on the war there, aid money is drying up in other regions – including in Somalia, which is experiencing a devastating drought. https://t.co/Vtn3LQ3m6W	2022-03-31T16:05:34.000Z	{'retweet_count': 2, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}		[]	[]	[]	[]
"#Ukraine isn't the only place where children are dying because of the Russian invasion. With all attention on the war there, aid money is drying up in other regions – including in #Somalia, which is experiencing a devastating drought.
https://t.co/zF9GnFBg5Q"	2022-03-31T16:01:28.000Z	{'retweet_count': 10, 'reply_count': 5, 'like_count': 19, 'quote_count': 3}		[]	[]	[]	[]
"World Vision's deeply concerned for the millions of children in East Africa enduring an acute hunger crisis. 

In #Somalia, #children like Mohamud are using play to distract themselves from #hunger caused by a severe drought.
@WorldVisionEARO 
Read report: https://t.co/6WPiv20ZHU https://t.co/X6aTrgzey0"	2022-03-31T14:16:22.000Z	{'retweet_count': 6, 'reply_count': 0, 'like_count': 13, 'quote_count': 0}		['@WorldVisionEARO']	[]	[]	[]
"25 million people in Ethiopia, Somalia and Kenya may face extreme hunger in the next three months as a result of severe #drought - @RESCUEorg https://t.co/N9MyxqYfb2 

📷@UNOCHA https://t.co/RIAP1uXc1X"	2022-03-31T14:15:34.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		['@RESCUEorg', '@UNOCHA']	[]	[]	[]
"25 million people in #Ethiopia, #Somalia and #Kenya may face extreme hunger in the next three months as a result of severe drought

https://t.co/woxFfxktWP https://t.co/N99La8INeu"	2022-03-31T14:01:20.000Z	{'retweet_count': 3, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}		[]	[]	[]	[]
"""New climate normal""
⚠️
East #Africa, and parts of Somalia, Djibouti, Ethiopia, and Kenya, are experiencing the driest conditions and hottest temperatures since satellite record-keeping began. #Drought #ClimateChange Via @UNEP  https://t.co/VvWhCG3j1m"	2022-03-31T13:32:07.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['@UNEP']	[]	[]	[]
Saudi Arabia's KSRelief provided urgent food aid to 18,000 Somalis affected by drought and displacement. 2,838 tons of aid will be distributed in Somalia to the benefit of 254,184 people. https://t.co/jKTWEGVIo8	2022-03-31T13:30:31.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
"Fatima and Yusuf are among the 4.3M people in Somalia impacted by the worst drought in decades. They need our support now. Learn more about the situation, including how to help: 
https://t.co/zsinHxG2tT"	2022-03-31T13:23:42.000Z	{'retweet_count': 4, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}		[]	[]	[]	[]
‘There is not enough food. The situation is dire’: Somalia’s drought crisis – in pictures | Global development | The Guardian https://t.co/qRAkgUSMY3	2022-03-31T12:04:55.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
More than a million children under five are estimated to be acutely malnourished in Somalia. https://t.co/qqQoogCyyG	2022-03-31T11:44:00.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}		[]	[]	[]	[]
‘There is not enough food. The situation is dire’: Somalia’s #drought #crisis – in pictures https://t.co/jFMEdTUjVI #Somalia #Hunger	2022-03-31T11:17:22.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
"We have been talking about the severe drought affecting Somalia for months.

That has now changed to extreme drought across 80% of the country.

#Somalia #DroughtInSomalia https://t.co/jzqwld3fC8"	2022-03-31T10:52:16.000Z	{'retweet_count': 8, 'reply_count': 0, 'like_count': 14, 'quote_count': 0}		[]	[]	[]	[]
https://t.co/axFtgSNQqk Drought ruins their own harvest and they can't buy food on the market, because prices have spiked so high. Why are food prices so high? Again, it's due to the choices that people made.	2022-03-31T10:49:55.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Across the Horn of Africa, millions of people are facing severe hunger as a result of the worst drought in the region in 40 years.  by @joostbastmeijer  #Somalia https://t.co/0M0VzDjoi0.  . https://t.co/XznxvPrz9i	2022-03-31T10:48:02.000Z	{'retweet_count': 5, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}		['@joostbastmeijer']	[]	[]	[]
"The Ministry of Humanitarian Affairs and Disaster Management has today dispatched food aid to #Burhakaba and #Galkayo districts as part of government’s ongoing emergency assistance to drought-affected people. 

#Somalia https://t.co/zptcVhmvtp"	2022-03-31T10:01:13.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	['Mudug']	['Gaalkacyo']
"The Ministry of Humanitarian Affairs and Disaster Management has today dispatched a consignment of food aid to #Burhakaba and #Galkayo districts as part of government’s ongoing emergency relief efforts to mitigating the effects of drought on the vulnerable people.

#Somalia https://t.co/Vhpe43QZcY"	2022-03-31T10:00:30.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	['Mudug']	['Gaalkacyo']
UNICEF Regional Director, @MohamedFall says the number of severely malnourished #children admitted for treatment in January in #Ethiopia, #Somalia &amp; #Kenya is the highest in a decade driven by drought &amp;  UNICEF is closely supporting governments &amp; partners to scale up response. https://t.co/TSVVrExrer	2022-03-31T09:59:36.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		['@MohamedFall']	[]	[]	[]
"This week in #Mogadishu, @caafimaadp funded by @eu_echo convened an emergency drought response review workshop, reflecting on the ongoing response, what worked, challenges, and lessons learnt.
#Somalia https://t.co/JrzFFRF924"	2022-03-31T09:59:15.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		['@caafimaadp', '@eu_echo']	['Mogadishu']	['Banadir']	['Banadir']
"The Ministry of Humanitarian Affairs and Disaster Management has today dispatched food aid to #Burhakaba and #Galkayo districts as part of government’s ongoing emergency assistance to drought-affected people. 

#Somalia https://t.co/XWd88WRgtw"	2022-03-31T09:49:21.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	['Mudug']	['Gaalkacyo']
"The Ministry of Humanitarian Affairs and Disaster Management has today dispatched food aid to #Burhakaba and #Galkayo districts as part of government’s ongoing emergency assistance to drought-affected people. 

#Somalia https://t.co/wBDW2vmU7n"	2022-03-31T09:39:48.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 10, 'quote_count': 0}		[]	[]	['Mudug']	['Gaalkacyo']
"The Ministry of Humanitarian Affairs and Disaster Management has today dispatched food aid to #Burhakaba and #Galkayo districts as part of government’s ongoing emergency assistance to drought-affected people. 

#Somalia https://t.co/VL5FE0kaeQ"	2022-03-31T09:38:56.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 1}		[]	[]	['Mudug']	['Gaalkacyo']
"United Nations: As impact of drought worsens, growing risk of famine in Somalia | The Guardian Nigeria News - Nigeria and World News
via @GuardianNigeria https://t.co/b1yXywppUw"	2022-03-31T09:05:56.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@GuardianNigeria']	[]	[]	[]
UNICEF Regional Director, @MohamedFall says the number of severely malnourished #children admitted for treatment in January in #Ethiopia, #Somalia &amp; #Kenya is the highest in a decade driven by drought and UNICEF is closely supporting governments &amp; partners to scale up response. https://t.co/WCGu0y7FIt	2022-03-31T08:45:31.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@MohamedFall']	[]	[]	[]
UNICEF Regional Director, @MohamedFall says the number of severely malnourished #children admitted for treatment in January in #Ethiopia, #Somalia &amp; #Kenya is the highest in a decade driven by drought &amp;  UNICEF is closely supporting governments &amp; partners to scale up response. https://t.co/XQjtE09KnW	2022-03-31T08:34:54.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['@MohamedFall']	[]	[]	[]
UNICEF Regional Director, @MohamedFall says the number of severely malnourished #children admitted for treatment in January in #Ethiopia, #Somalia &amp; #Kenya is the highest in a decade driven by drought &amp;  UNICEF is closely supporting governments &amp; partners to scale up response. https://t.co/egZZxZoHuv	2022-03-31T08:22:13.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['@MohamedFall']	[]	[]	[]
UNICEF Regional Director, @MohamedFall says the number of severely malnourished #children admitted for treatment in January in #Ethiopia, #Somalia &amp; #Kenya is the highest in a decade driven by drought &amp;  UNICEF is closely supporting governments &amp; partners to scale up response. https://t.co/9bVq2tO7Q0	2022-03-31T08:07:03.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['@MohamedFall']	[]	[]	[]
UNICEF Regional Director, @MohamedFall says the number of severely malnourished #children admitted for treatment in January in #Ethiopia, #Somalia &amp; #Kenya is the highest in a decade driven by drought &amp;  UNICEF is closely supporting governments &amp; partners to scale up response. https://t.co/Uaw3e4aj69	2022-03-31T08:05:16.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 1}		['@MohamedFall']	[]	[]	[]
"This week in #Mogadishu, @caafimaadp funded by @eu_echo convened an emergency drought response review workshop, reflecting on the ongoing response, what worked, challenges, and lessons learnt.
#Somalia https://t.co/3VXXooWgvv"	2022-03-31T07:56:36.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['@caafimaadp', '@eu_echo']	['Mogadishu']	['Banadir']	['Banadir']
"This week in #Mogadishu, @caafimaadp funded by @eu_echo convened an emergency drought response review workshop, reflecting on the ongoing response, what worked, challenges, and lessons learnt.
#Somalia https://t.co/uto4V8veWW"	2022-03-31T07:53:40.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}		['@caafimaadp', '@eu_echo']	['Mogadishu']	['Banadir']	['Banadir']
"In response to the worsening #drought, @gredosom is Continuing to extend efforts of water trucking to some of the most affected vulnerable families under the #DRA project in #Burhakaba and #Bardale districts of #Bay #SWS #Somalia. 
@DutchRelief 
@SaveChildrenSO
@WASHCluster_Som https://t.co/0HtQedJ4cz"	2022-03-31T07:01:22.000Z	{'retweet_count': 5, 'reply_count': 1, 'like_count': 15, 'quote_count': 0}		['@gredosom', '@DutchRelief', '@SaveChildrenSO\n@WASHCluster_Som']	['Berdale']	['Bay']	['Baydhaba']
"During the current drought, @UNDP has helped &gt;20,000 #Somali women-headed households secure reliable sources of water. 

But much more support is needed.

#Somalia #SDG13 #SDG1 https://t.co/NLDdCOkFIm"	2022-03-31T06:07:00.000Z	{'retweet_count': 8, 'reply_count': 0, 'like_count': 16, 'quote_count': 0}		['@UNDP']	[]	[]	[]
🧵 on the worsening drought crisis in Somalia. https://t.co/6ExVzf4v02	2022-03-31T05:24:34.000Z	{'retweet_count': 56, 'reply_count': 0, 'like_count': 46, 'quote_count': 1}		[]	[]	[]	[]
"🆘 at HARO, we are working with our international partners across the Horn to deliver life saving aid in the form of water, food rations and medicine to those most affected. 

This drought will effect every corner of Somalia before all is said in done."	2022-03-31T05:21:45.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"Ramadan Relief- Crisis in Somalia
▪️The drought is entering its most critical period yet, with no signs of slowing down.

▪️Somalia is entering it’s fourth consecutive failed rainy season.

▪️This coming rainy season is predicted to be well below average also.
📸: @OCHASom https://t.co/gydLXSrVoj"	2022-03-31T05:19:29.000Z	{'retweet_count': 47, 'reply_count': 1, 'like_count': 31, 'quote_count': 1}		['@OCHASom']	[]	[]	[]
