text	public_metrics	created_at	Google_Translation	@	places	village	district	region
@MohamedHRoble Rooble haddii aad galaysaa dagaal xaqdaro ah ,bishanu tahay Ramadaan, siddee isku waafaqi doontaa soon kaaga, ducadaa iyo dagaal kaaga xaqdaradda ah.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T16:23:48.000Z	@MohamedHRoble Rooble if you are going into an unjust war, this month is Ramadan, how will you reconcile your fasting, your prayers and your unjust war.	['@MohamedHRoble']	[]	[]	[]	[]
#Ethiopia Waxaa jira xogo tilmaamaya in Eritrea hoos u dhigtay xidhiidhkeeda diblamaasiyeed ee Ethiopia. Tuhunka ayaa soo baxay markii Asmara ay safiirkeedii Ethiopia badashay islamarkaana soo magacawday qof hawl wadeen ah. Waxaase jira weerar sheegaya in danjire kale lasoo wado.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T15:54:13.000Z	#Ethiopia There are indications that Eritrea has downgraded its diplomatic relations with Ethiopia. The suspicion arose when Asmara replaced its ambassador to Ethiopia and appointed a staff member. There are reports that another ambassador is on the run.	[]	['Ethiopia', 'Eritrea', 'Ethiopia']	[]	[]	[]
Gabdho weerar gali kar. https://t.co/cifzuYDDeO	{'retweet_count': 9, 'reply_count': 1, 'like_count': 30, 'quote_count': 2}	2022-04-02T14:55:42.000Z	Girls can attack. https://t.co/cifzuYDDeO	[]	[]	[]	[]	[]
Galaydh25: Qarax masuuliyiin lala eegtay oo dhacay  Somalia https://t.co/SBGFUsooYR https://t.co/4q71MscicY	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T12:43:57.000Z	Galaydh25: Explosion targeting officials in Somalia https://t.co/SBGFUsooYR https://t.co/4q71MscicY	[]	['Somalia']	[]	[]	[]
"Qarax ka dhacay Muqdisho ayuu ku waayay mid ka mid ah labadiisa lugood iyo xubinta taranka.

Ka daawo bogga Somali Survivors Isagoo ka sheekeysanaya sida ay wax u gaareen.😪😪 https://t.co/6ZHhv3vIMw"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-02T10:29:09.000Z	He lost one of his legs and genitals in an explosion in Mogadishu. Watch Somali Survivors talk about their experiences.😪😪 https://t.co/6ZHhv3vIMw	[]	['Mogadishu']	['Mogadishu']	['Banadir']	['Banadir']
Ciidamada Dowladda Ruushka Oo Mar kale  Isaga Baxay Furin Dagaal Oo Muhiim U Ahayd. https://t.co/mSvlAorzeZ	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T10:11:51.000Z	Russia withdraws troops from war-torn country https://t.co/mSvlAorzeZ	[]	['Russia']	[]	[]	[]
@ayanshizi Hablo weerar gali kara 💕	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-02T10:11:07.000Z	@ayanshizi Girls can attack 💕	['@ayanshizi']	[]	[]	[]	[]
@Kayzhann Achuina qarax	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	2022-04-02T09:39:15.000Z	@Kayzhann Achuina explosion	['@Kayzhann']	[]	[]	[]	[]
@Mohamed00478790 @ShAbdiHersy @ahmednasirlaw @MohamedHRoble @M_Farmaajo Farmaajo 2 mar ayuu isku dayay dalka in uu inqilaabo, wuxuu weerar ku qaaday raga ka fakar duwan, maxey kula tahay hadii 5 sano kale la siiyo wuxu samen karo ninkas carada ka muuqato? Walal caqliga ha shaqeyo dictator dhibka hada ka hor no gestay waa so aragnay. 30 dagal ah.	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	2022-04-02T09:39:01.000Z	@ Mohamed00478790 @ShAbdiHersy @ahmednasirlaw @MohamedHRoble @M_Farmaajo Farmaajo has twice tried to overthrow the country, he has attacked men who think differently, what do you think if he is given another 5 years he can do that angry man? Let the dictator work wisely we have seen the problems we have suffered before. 30 battles.	['@Mohamed00478790', '@ShAbdiHersy', '@ahmednasirlaw', '@MohamedHRoble', '@M_Farmaajo']	[]	[]	[]	[]
@Nuuraiimaan Marar bdn mogdisho wey habaren wliba mgc xun laraacshe qarax land xaka danbeeyahe ilaahey meelba niga tuse inoosan dhibka lgu wearing beri meel niga imnyo	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-02T09:23:08.000Z	@Nuuraiimaan Sometimes bdn Mogadishu is cursed and all the bad things are going on. God bless us.	['@Nuuraiimaan']	[]	['Mogadishu']	['Banadir']	['Banadir']
Ciidamada Ruushka Oo Iskaga Baxay Furin Dagaal Oo Muhiim Ahayd https://t.co/v3SFKVMMot	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T09:08:33.000Z	Russian troops withdraw from key battlefield https://t.co/v3SFKVMMot	[]	[]	[]	[]	[]
Ciidamada Dowladda Ruushka oo isaga baxay furin Dagaal oo muhiim u ahayd - https://t.co/clq9ivXBCG	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T08:29:40.000Z	Russian troops withdraw from key battlefield - https://t.co/clq9ivXBCG	[]	[]	[]	[]	[]
@DaudElyas Ma ninka gaalada mucaaradka wax u meeting jirtay Somalia ka fiijiyey ayd fuley ku tilmaamesa! Geesinimo ma waxaad u taqaan inaad walaalaha dood iyoo Dagaal ku la jirto 24/7! Hogaamiyaha waxaas wuu ka weynyahy. Dalka waan wada leenahy waxaan is'hayno waa shisheeye.	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	2022-04-02T08:19:28.000Z	@DaudElyas Do you call the man who used to meet the opposition in Somalia a coward? Do you know that you are brave and debating with your brothers and sisters 24/7! The leader is bigger than that. We all own the country and we think we are foreigners.	['@DaudElyas']	['Somalia']	[]	[]	[]
muqdisho qarax markuuu ka dhaco ree hargysa way ku jeesjeesi jireeen lkn dddka ree muqdisho iyo jijiga madax iyo minjaba wat ka xumadeeen waxa ka dhacy hargysa taas oo kuu cadynysa farqiga udhexeya dadka hello @musebiihi	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T08:18:40.000Z	In Mogadishu, when there was an explosion, the people of Hargeisa used to make fun of him, but the people of Mogadishu and Jijiga were upset about what happened in Hargeisa, which shows the difference between the people of hello @musebiihi	['@musebiihi']	['Mogadishu', 'Hargeisa', 'Mogadishu', 'Jijiga', 'Hargeisa']	['Hargeysa', 'Mogadishu']	['Hargeysa', 'Banadir']	['Woqooyi Galbeed', 'Banadir']
Doorashada labo kursi oo ka dhacaysa Beledweyne Iyo Cabsi qarax oo ka jirta https://t.co/0RnZThcUfz	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T08:00:49.000Z	Election of two seats in Beledweyne and fear of an explosion at https://t.co/0RnZThcUfz	[]	['Beledweyne']	[]	[]	[]
Doorashada labo kursi oo  ka dhacaysa Beledweyne Iyo Cabsi qarax oo ka jirta - https://t.co/0RnZThcUfz https://t.co/LvndvcpmB7	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T08:00:47.000Z	Two Seat Elections in Beledweyne and Fear of Explosion - https://t.co/0RnZThcUfz https://t.co/LvndvcpmB7	[]	['Beledweyne']	[]	[]	[]
👍 on @YouTube: DEG DEG| kaydki saliida ruushka oo weerar culus lagu qaaday iyo xiisad cusub bilaabatay &amp;abiye axmed https://t.co/4UEhfBAPAl	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T07:53:58.000Z	👍 on @YouTube: DEG DEG | Russian oil reserves attacked, new crisis erupts &amp; .abiye ahmed https://t.co/4UEhfBAPAl	['@YouTube:']	[]	[]	[]	[]
Ciidamada Ruushka oo ka baxay furin dagaal oo muhiim u ahayd. https://t.co/ihtAng0GZ0	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T07:47:40.000Z	Russian troops withdraw from key battlefield https://t.co/ihtAng0GZ0	[]	[]	[]	[]	[]
Ciidamada Ruushka oo ka baxay furin dagaal oo muhiim u ahayd. https://t.co/uW8kyX04ji	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T07:47:39.000Z	Russian troops withdraw from key battlefield https://t.co/uW8kyX04ji	[]	[]	[]	[]	[]
"Ciidamada Ruushka oo ka baxay furin dagaal oo muhiim u ahayd, sababtu maxay tahay?
https://t.co/LTZEpKZygt https://t.co/C09ilt6qS1"	{'retweet_count': 1, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}	2022-04-02T07:14:34.000Z	Russian troops withdraw from key battlefield, why? https://t.co/LTZEpKZygt https://t.co/C09ilt6qS1	[]	[]	[]	[]	[]
"Fahad Yasin Waxba kama duwana Farah abdulqadir Oo aan ognahay damul-jadid sida Aay ku keentay 2016-kii.
Danleey siyaasadeed Oo qaab Qabiil Oo aan gambasho leheen weerar ugu soo qaaday-na waxba kama badali karaan natiijada doorashada
Waad mahadsantihiin Hirshabelle iyo madaxdeeda. https://t.co/VFeLBf87Lu"	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	2022-04-02T01:35:37.000Z	Fahad Yasin is no different from Farah Abdulqadir. Thank you Hirshabelle and its leaders. https://t.co/VFeLBf87Lu	[]	[]	[]	[]	[]
@HassanSMohamud 😏shale dadkii dhahaaye reer qarax quuteh	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-02T01:08:02.000Z	@HassanSMohamud 😏shale the people who say the explosion quuteh	['@HassanSMohamud']	[]	[]	[]	[]
@MacalinAbshir Qofku hadduu Bililiqo iyo boob ku soo ilma korsado ama ku soo koro waa iska sidaas! Balse cidna hadda Bililiqo iyo dagaal qabiili ah ma ogola!	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-02T00:39:54.000Z	@MacalinAbshir If a person lops up and grows up with you, that&#39;s fine! But no one now allows looting and tribal warfare!	['@MacalinAbshir']	[]	[]	[]	[]
Umadii waa ku dhibsatay Ramadaankii hore waa qaxisay kana inaad qaxiso ha isku dayin. Ma Ramadan iyo Ramadan la’aan ayaa kala jeceshahay Shacabkii oo idil waxaad ku laysay Qarax iyo dilal qorshaysan.                                                   #NaDhaafFarmaajo https://t.co/KSJ66Cgbjd https://t.co/jBQzJ5PCqT	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T21:55:48.000Z	The nation is upset. Last Ramadan you fled and don&#39;t try to flee. Do you like Ramadan and not Ramadan? You have killed all the people with explosions and assassinations. #NaDhaafFarmaajo https://t.co/KSJ66Cgbjd https://t.co/jBQzJ5PCqT	[]	[]	[]	[]	[]
@M_Farmaajo @TheVillaSomalia Umadii waa ku dhibsatay Ramadaankii hore waa qaxisay kana inaad qaxiso ha isku dayin. Ma Ramadan iyo Ramadan la’aan ayaa kala jeceshahay Shacabkii oo idil waxaad ku laysay Qarax iyo dilal qorshaysan.                                                   #NaDhaafFarmaajo https://t.co/6Yw9AuQUfE	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T21:52:52.000Z	@M_Farmaajo @TheVillaSomalia The nation is upset. Last Ramadan you fled and don&#39;t try to flee. Do you like Ramadan and not Ramadan? You have killed all the people with explosions and assassinations. #NaDhaafFarmaajo https://t.co/6Yw9AuQUfE	['@M_Farmaajo', '@TheVillaSomalia']	[]	[]	[]	[]
‘Kayzo &amp; Bad Omens - Suffocate (Bass Grudge Deathmix 2022)’ on #SoundCloud #np https://t.co/kQWFzOXPOQ	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T21:00:55.000Z	&#39;Kayzo &amp;. Bad Omens - Suffocate (Bass Grudge Deathmix 2022). &#39; on #SoundCloud #np https://t.co/kQWFzOXPOQ	[]	[]	[]	[]	[]
TIMAJILIC: DEG DEG| kaydki saliida ruushka oo weerar culus la... https://t.co/L7VNWS7Hv7	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T20:36:38.000Z	TIMAJILIC: DEG DEG | Russian oil reserves under heavy attack ... https://t.co/L7VNWS7Hv7	[]	[]	[]	[]	[]
@M_Farmaajo War heedhe Bal bishaan aan kaa cibaadeysano 3 mid naga daa Dagaal, Dil iyo Qarax.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T20:36:03.000Z	@M_Farmaajo War heedhe Let us worship 3 of you this month Let us fight, kill and explode.	['@M_Farmaajo']	[]	[]	[]	[]
@M_Farmaajo Sidii Ramadaankii hore dagaal iyo shar hanagu kicin hadaad nin muslim ah tahay, kolley wax kale kaama rabno mana kaa sugeynee!	{'retweet_count': 0, 'reply_count': 3, 'like_count': 4, 'quote_count': 0}	2022-04-01T20:10:39.000Z	@M_Farmaajo If you are a Muslim, do not provoke war and evil like last Ramadan, we do not want anything more from you and we are not waiting for you!	['@M_Farmaajo']	['Ramadan']	[]	[]	[]
"Muuse Geele dagaal salfadhiya lahayn ayaa la galiyay wuuna ku jabay.
Jabkan waa mid la wada sugaayay.
Hiiga dagaal xooraan badan iyo hiil adag ayuu rabaa https://t.co/A9urPkwp3k"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}	2022-04-01T18:41:51.000Z	Muse Geele is engaged in a fierce battle and he is defeated .. This defeat is a long awaited one .. He wants a lot of fighting and strong support https://t.co/A9urPkwp3k	[]	[]	[]	[]	[]
"Weerar gantaalo lo adegsade aya lagu qade kalin shidaal oo kutaal magalada #Belgorod ee 40km ujirta xududa Ukraine ee Russia lawadagto

Ukraine maxaqijin iney iyadu werarkas geysate mana beenin
Hadi laxqijiyo wexey noqoneysa weerarki ugu horeye ee Ukraine kafulisa gudaha Russia🇷🇺"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T17:40:31.000Z	A rocket-propelled grenade attack on a petrol station in the town of #Belgorod, 40km from the Ukrainian border with Russia. . Ukraine has confirmed the attack and has not denied it. If confirmed, it would be the first Ukrainian attack inside Russia🇷🇺	[]	['Belgorod', 'Russia']	[]	[]	[]
@NacimaAbwaan Nabar iyo Naxdin dagaal bay doonayaan ,walala gudhin	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T17:28:24.000Z	@NacimaAbwaan Wounds and shock want war, don&#39;t cut it	['@NacimaAbwaan']	[]	[]	[]	[]
Qofkasta oo doonaya inuu wax wanaajiyo islamarkaa diida dulmiga wuxuu la kulmaa dagaal cir &amp; dhul cid walba waa lagu diri xitaa kuwii UU dantooda waday... https://t.co/mrBB8DF9l6	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T17:18:32.000Z	Anyone who wants to improve and reject oppression is in for a rude awakening. land will be sent to everyone even those who are pursuing their interests ... https://t.co/mrBB8DF9l6	[]	[]	[]	[]	[]
Dadka anigaa ugu caqli xun anigana waa ii muuqataa meesha Rooble noo wado dagaal sokeeye ayu rabaa	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T16:45:57.000Z	People are the smartest and it seems to me that Roble wants a civil war	[]	[]	[]	[]	[]
"Faahfaahin: Ciidammo ka tirsan ururka Ahlusunah ayaa weerar gaadmo ah ku qaaday koontaroolka laga galo Dhuusamareeb ee dhanka waqooyi.

Saaraakiil ka tirsan Galmudug ayaa ii xaqiijiyay dhaawaca 1 askari oo Galmudug ah, sidoo kale ay iska caabiyeen weerarka Sufo ku soo qaaday."	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-01T16:44:08.000Z	Description: Ahlu Sunnah forces ambush a checkpoint in the north of Dhusamareb. Galmudug officials confirmed to me that one Galmudug soldier had been wounded and that they had repulsed the attack on Sufo.	[]	['Dhusamareb']	['Dhuusamarreeb']	['Dhuusamarreeb']	['Galgaduud']
@JustAwHirsi Miyadan ujeedin in Rooble wadankaan galin rabo dagaal sokeeye hadii aad ugu hiiliso ogoow wadankaan bur burkiisa ayad ka qeyb qaadatay ee ama iska aamus ama xaqa u hiili that is it simple and easy	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T16:43:58.000Z	@JustAwHirsi Do you mean that Roble wants to plunge this country into a civil war?	['@JustAwHirsi']	[]	[]	[]	[]
"#DEGDEG: Dagaal ayaa ka socdo koontaroolka dhankaga waqooyi ee galo #Dhuusamareeb waxaana la maqlayaa rasaas xooggan.

Halkaan kala soco faahfaahinta."	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T16:29:38.000Z	#DEGDEG: Fighting is going on at the northern checkpoint of #Dhusreeb and heavy gunfire can be heard ... Check out the details here.	[]	[]	[]	[]	[]
"""3-garneel ayaa si qaldan nooga fakaday, waxayna ku qarxeen meel u dhaw xadka aan la wadaagno Pakistan"".
Hindia ayaa sidaas sheegtay goordhaw.
Pakistan dagaal hoose oo culus, cabsi galina u badan ayeey wajahaysaa."	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T16:25:45.000Z	&quot;Three guerrillas accidentally escaped and exploded near our border with Pakistan,&quot; India said recently. &quot;Pakistan is facing a serious civil war.	[]	['Pakistan', 'India']	[]	[]	[]
"@AbdirizakShAli @Laftagareen @MohamedHRoble gudiga qaranka markii ay kal fadhi yeeshaan waxaan ka cabsanaa inuu ku dhex ooyo 😂😂
walaalayaalow sxbaday hal xildhibaan xataa ii siiya 😂😂
ragbaa dhiiqo galinayo isaguna fahmi maayo dagaal aan guul laga gaareen waxba u tari maayo"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T14:23:42.000Z	@AbdirizakShAli @Laftagareen @MohamedHRoble when the national committee convened we were afraid he would cry dhex. Brothers and sisters, even give me one MP 😂😂. The men are drowning and he does not understand that an unsuccessful war will not help	['@AbdirizakShAli', '@Laftagareen', '@MohamedHRoble']	[]	[]	[]	[]
@Bocar_Dia17 Mane deh egyptien bougn attaquer ma dagaal ko	{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:42:31.000Z	@ Bocar_Dia17 Mane deh egyptien bougn attaquer ma war ko	['@Bocar_Dia17']	[]	[]	[]	[]
@ShAbdiHersy @M_Farmaajo Hhhhhhh waxaan arkayaa Wasiirka oo k hadlaya waxii uu dhibsaday uun oo micneheedu inuu dagaal kula jiro MD Farmaajo balse innagu hadii aan nahay Muwaadiniinta caafimaadka qaba waan ognahay cida Wadankeenna uroon anigu cid MD Farmaajo inoo dhaanta ma ogi	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:15:24.000Z	@ShAbdiHersy @M_Farmaajo Hhhhhhh I see the Minister only talking about what he is upset about which means he is at war with MD Farmajo but we as healthy citizens know who smells good in our country I don&#39;t know who is better for MD Farmajo	['@ShAbdiHersy', '@M_Farmaajo']	[]	[]	[]	[]
"Damiirkii ugu dambeeyay waaye  wallee. Wadankeena dagaal hub la'aan baa ka socdo
#SurvivingRooble https://t.co/L13x5piN80"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:01:12.000Z	My last conscience is. Our country is at war without weapons. #SurvivingRooble https://t.co/L13x5piN80	[]	[]	[]	[]	[]
"@M_Farmaajo Gedo wuxuu ku hestaa qori afkiis xamarna wuxuu rabaa inuu ku hesto Qarax iyo Naftii hurayal u diyara iney ku ilalaiyaa Villa Somalia.

Jimco Wanaagsan https://t.co/duZp8twJOb"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:11:39.000Z	@M_Farmaajo Gedo has a gun in his mouth and Mogadishu wants to have an explosion and a suicide bomber ready to protect Villa Somalia ... Good Friday https://t.co/duZp8twJOb	['@M_Farmaajo']	['Gedo', 'Mogadishu', 'Villa', 'Somalia']	['Mogadishu']	['Banadir']	['Gedo', 'Banadir']
Dagaal geystay khasaaro oo ka dhacay Shabeellaha Hoose https://t.co/95Gq2Mj6jv	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:53:46.000Z	Heavy fighting erupts in Lower Shabelle https://t.co/95Gq2Mj6jv	[]	[]	[]	[]	['Lower Shabelle']
Dagaal geystay khasaaro oo ka dhacay Shabeellaha Hoose - https://t.co/95Gq2Mj6jv https://t.co/EayfWA90Io	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:53:44.000Z	Heavy fighting erupts in Lower Shabelle - https://t.co/95Gq2Mj6jv https://t.co/EayfWA90Io	[]	['Lower', 'Shabelle']	[]	[]	['Lower Shabelle']
Dagaal nin aan aqoon baa ku orda #somalia #somaliland #proverb	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:04:32.000Z	An unknown man is running a fight in #somalia #somaliland #proverb	[]	[]	[]	[]	[]
Dagaal geystay khasaaro oo ka dhacay Shabeellaha Hoose https://t.co/MLbuYrep8P	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:57:09.000Z	Heavy fighting in Lower Shabelle https://t.co/MLbuYrep8P	[]	[]	[]	[]	['Lower Shabelle']
Dagaal geystay khasaaro oo ka dhacay Shabeellaha Hoose https://t.co/wdPYnTESrP	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:57:08.000Z	Heavy fighting in Lower Shabelle https://t.co/wdPYnTESrP	[]	[]	[]	[]	['Lower Shabelle']
Ciidamada AMISOM ayaa lagu wadaa in ay maanta baaritaab guud ku sameeyaan dhammaan qeybaha Garoonka Aadan Cadde ee magaalada Muqdisho oo 23-kii bishii hore weerar ku qaadeen rag ka tirsan Al-shabaab. https://t.co/oaj4p9gRDq	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:29:26.000Z	AMISOM troops are set to conduct a search operation in all parts of Mogadishu&#39;s Aden Adde International Airport, which was attacked by Al-Shabaab militants on the 23rd of last month. https://t.co/oaj4p9gRDq	[]	['Mogadishu']	['Mogadishu']	['Banadir']	['Banadir']
"Hoggaamiye kooxeed @M_Farmaajo oo katirsan kooxda Aala Siyaad waa in weerar xoogan lagu qaado haddii uu carqaladeeyo doorashada ama afgambi labaad isku dayo. Waa farriin ku socota Walaalaha Badbaado Qaran, hala iga gaarsiiyo
#Somalia #Mogadishu https://t.co/8DYgc4d7ac"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-01T07:47:29.000Z	A faction leader @M_Farmaajo of Aala Siyad&#39;s group should be severely attacked if he disrupts the election or tries a second coup. It is a message to the National Salvation Brothers, let me know. #Somalia #Mogadishu https://t.co/8DYgc4d7ac	['@M_Farmaajo']	[]	['Mogadishu']	['Banadir']	['Banadir']
Dagaal geystay khasaaro oo ka dhacay Shabeellaha Hoose - https://t.co/7O4fL77HlL https://t.co/UgSlG8OvaT	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:30:11.000Z	Heavy fighting erupts in Lower Shabelle - https://t.co/7O4fL77HlL https://t.co/UgSlG8OvaT	[]	['Lower', 'Shabelle']	[]	[]	['Lower Shabelle']
#nomore qabiil. #nomore oday dhaqamadeeyd. #nomore dagaal sokeeye. #hands off somali	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:09:06.000Z	#nomore tribe. #nomore traditional elder. #nomore civil war. #hands off somali	[]	[]	['Ceel Dheer', 'Elder']	['Ceel Dheer', 'Dhuusamarreeb']	['Galgaduud']
#SHISHEEYE KALKAAL DONIMEEYNO.! THOSE ARE WARLORDS AND THEY WANT TO DESTROY SOMALIA!#nomore. #nomore odaydhaqameed. #hands off somali. Dagaal sokeeye dooni meeyno. SOMALI MA MATASHAAN. https://t.co/5uR740bCCF	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T06:56:27.000Z	#SHISEYE KALKAAL DONIMEEYNO.! THOSE ARE WARLORDS AND THEY WANT TO DESTROY SOMALIA! #Nomore. #nomore traditional elder. #hands off somali. We do not want a civil war. SOMALI DOES NOT REPRESENT. https://t.co/5uR740bCCF	[]	[]	['Ceel Dheer', 'Elder']	['Ceel Dheer', 'Dhuusamarreeb']	['Galgaduud']
"Dagaalyahannada Al-Shabaab Oo Dagaal Kula Wareegay Degmada Buula-Mareer
#Somalia
https://t.co/v8P0QSy3Sj"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T06:42:34.000Z	Al-Shabaab fighters seize Bula-Mareer district #Somalia. https://t.co/v8P0QSy3Sj	[]	['Al-Shabaab', 'Somalia']	[]	[]	[]
"@SadatGeesh @1PolicyWonk Marada gaduudan madaxa ama garabka lagu xirto waa astaanta colaadaha sokeeye. Sida colaadihii sokeey ee Somaliya, Rwanda, Ethiopia....
Waa yaabe, Rooble iyo Xassan Sh. ma dagaal ogayaal bey u bedeleen?"	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-01T02:23:31.000Z	@SadatGeesh @ 1PolicyWonk The red scarf is a symbol of civil strife. Like the civil wars in Somalia, Rwanda, Ethiopia ..... Surprisingly, Roble and Hassan Sh. Did the warlords change it?	['@SadatGeesh', '@1PolicyWonk']	[]	[]	[]	[]
@UgbadOsman @PublicWorksLand Dadkeenu cid kasta way iska soo dhaweynayaan. Basaasad baa laga yaabaa inay tahay. Maxaa keenay SL haddii ay waxaa ka aaminsan tahay?, Iyada oo ka timid dal aan dagaal sokeeye ka jirin, horumar dhaqaale iyo waxbarasho ka jirto. Faduul baa keentay. Dadka kala Barta.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T02:12:08.000Z	@UgbadOsman @PublicWorksLand Our people welcome everyone. It may be a spy. Why SL if she believes in it ?, coming from a country where there is no civil war, economic development and education. It was caused by frustration. Get to know each other.	['@UgbadOsman', '@PublicWorksLand']	[]	[]	[]	[]
"@ShAbdiHersy @MohamedHRoble Belaayo ood kaa goysay tani ciin bay daaqday 
Dagaal toos ah ayaa bilaamay
Bal taariikhdu waxay suubisiyo saadambe aan dhawro."	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-01T00:52:16.000Z	@ShAbdiHersy @MohamedHRoble The plague that befell you has left a scar. A direct battle ensued. Let history do the same for me.	['@ShAbdiHersy', '@MohamedHRoble']	[]	[]	[]	[]
"Fahad &amp; Farmaajo oo laga raayay waligeed madhicin balse dagaalkasto oo laguso qaado dhamaadkeda qofki so qaaday aya qirto in uu guul daresto.

N&amp;N dagaal ay qaadan waligood iskakama bixin ee Rooblow kabtada iska siii tolo.

Yaa guuleysan doono aye kula tahay adiga? https://t.co/yvNgyjXk8X"	{'retweet_count': 2, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}	2022-03-31T22:09:26.000Z	Fahad &amp;. Farmajo has never been defeated but in the end the battle is over and whoever picks him up admits he has failed. N&amp; .N never got out of a fight and Roblow continued to sew on his shoes ... Who do you think will win? https://t.co/yvNgyjXk8X	[]	[]	[]	[]	[]
