text	created_at	public_metrics	Google_Translation	@	village	region	district
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T10:43:20.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T10:39:54.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T10:33:32.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
This was an interview that I talked about the situation of drought in Somalia and climate change crisis in Somalia.  @sara_bilan @hodansomali @AbdikerM @SenZamzam @HonAbdirahmanA @AMB_Affey @SwedAmbSomalia @IlwadElman @SagalBihi @IOM_Somalia @UKinSomalia @OCHASom @Gobannimo https://t.co/iBtWQg5rWT	2022-04-02T10:29:50.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@sara_bilan', '@hodansomali', '@AbdikerM', '@SenZamzam', '@HonAbdirahmanA', '@AMB_Affey', '@SwedAmbSomalia', '@IlwadElman', '@SagalBihi', '@IOM_Somalia', '@UKinSomalia', '@OCHASom', '@Gobannimo']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T10:28:31.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T10:28:11.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
RT @SomaliEnvironm5: This was an interviews that the founder of @SomaliEnvironm5 talked about the situation of drought in Somalia and clima…	2022-04-02T10:23:40.000Z	{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@SomaliEnvironm5:', '@SomaliEnvironm5']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T10:22:55.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
"This was an interviews that the founder of @SomaliEnvironm5 talked about the situation of drought in Somalia and climate change crisis.

He siad "" in the world Climate change has had occurs on natural but in Somalia climate change has had occurs on human activities""
@ahmedvision1 https://t.co/U9BUPAsfYs"	2022-04-02T10:20:59.000Z	{'retweet_count': 3, 'reply_count': 1, 'like_count': 12, 'quote_count': 1}		['@SomaliEnvironm5', '@ahmedvision1']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T10:20:12.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T10:19:39.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T10:12:37.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T10:11:23.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
RT @guardian: ‘There is not enough food. The situation is dire’: Somalia’s drought crisis – in pictures https://t.co/mmfNV0p2It	2022-04-02T10:10:35.000Z	{'retweet_count': 69, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@guardian:']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T09:59:54.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T09:54:29.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
Zamzam Foundation in partner with @Sida and @LPI_voices provided clean drinking water to #drought affected areas in #somalia where water has dried up. 2000 households from remote villages in Balanballe, Herale, Guriel, Beragdid &amp; Mataban now have clean drinking water. https://t.co/awoQjr9JmX	2022-04-02T09:51:37.000Z	{'retweet_count': 5, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}		['@Sida', '@LPI_voices']	['Matabaan']	['Hiraan']	['Belet Weyne']
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T09:42:31.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
RT @joostbastmeijer: Somalia is experiencing its worst drought in 40 years. For 8 days, I traveled through the country for Dutch and intern…	2022-04-02T09:39:42.000Z	{'retweet_count': 230, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@joostbastmeijer:']	[]	[]	[]
"RT @KaltunSomal: Happy Ramadan President Farmaajo and all #Somalia citizens! ❤️🇸🇴

President Farmaajo, please host #NationalPrayer for drou…"	2022-04-02T09:32:44.000Z	{'retweet_count': 45, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@KaltunSomal:']	[]	[]	[]
RT @guardian: ‘There is not enough food. The situation is dire’: Somalia’s drought crisis – in pictures https://t.co/mmfNV0p2It	2022-04-02T09:28:52.000Z	{'retweet_count': 69, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@guardian:']	[]	[]	[]
@addisstandard @Munatosane Alhamdulilah fire is now under control, the extent of damage still unknown #Somaliland people already hit by inflation &amp; drought. SL needs urgent Int’l assistance &amp; attention #Hargeisa needs yr help Stand with People of SL @UN @UAEAid @EU_in_Somalia @RedCrossInt_1 @luigidimaio	2022-04-02T08:58:42.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}		['@addisstandard', '@Munatosane', '@UN', '@UAEAid', '@EU_in_Somalia', '@RedCrossInt_1', '@luigidimaio']	['Hargeysa']	['Woqooyi Galbeed', 'Middle Juba']	['Hargeysa', 'Jilib']
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T08:58:13.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
RT @ACFsomaliaCD: We rehabilitated &amp; upgraded three shallow wells and one borehole in #Baidoa easing water shortages caused by the #drought…	2022-04-02T08:55:04.000Z	{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@ACFsomaliaCD:']	['Baidoa']	['Bay']	['Baydhaba']
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T08:54:01.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
RT @UNSOS_: The present drought in #Somalia has wiped out crop harvests and livestock, depriving many pastoral communities of their means o…	2022-04-02T08:51:46.000Z	{'retweet_count': 42, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@UNSOS_:']	[]	[]	[]
RT @joostbastmeijer: Somalia is experiencing its worst drought in 40 years. For 8 days, I traveled through the country for Dutch and intern…	2022-04-02T08:40:15.000Z	{'retweet_count': 230, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@joostbastmeijer:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T08:38:12.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
RT @joostbastmeijer: Somalia is experiencing its worst drought in 40 years. For 8 days, I traveled through the country for Dutch and intern…	2022-04-02T08:38:10.000Z	{'retweet_count': 230, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@joostbastmeijer:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T08:36:46.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T08:36:33.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T08:35:52.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
RT @joostbastmeijer: Somalia is experiencing its worst drought in 40 years. For 8 days, I traveled through the country for Dutch and intern…	2022-04-02T08:34:53.000Z	{'retweet_count': 230, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@joostbastmeijer:']	[]	[]	[]
"RT @Harousa: Ramadan Relief- Crisis in Somalia
▪️The drought is entering its most critical period yet, with no signs of slowing down.

▪️So…"	2022-04-02T08:31:23.000Z	{'retweet_count': 47, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@Harousa:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T08:30:19.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T08:27:02.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @antonioguterres: The people of Somalia are facing the most severe drought in 40 years.

Last month, humanitarians helped 1.6 million pe…"	2022-04-02T08:20:36.000Z	{'retweet_count': 692, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@antonioguterres:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T08:14:03.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @antonioguterres: The people of Somalia are facing the most severe drought in 40 years.

Last month, humanitarians helped 1.6 million pe…"	2022-04-02T08:13:27.000Z	{'retweet_count': 692, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@antonioguterres:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:56:52.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
RT @joostbastmeijer: Somalia is experiencing its worst drought in 40 years. For 8 days, I traveled through the country for Dutch and intern…	2022-04-02T07:56:21.000Z	{'retweet_count': 230, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@joostbastmeijer:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:53:16.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
Fears of famine grow amid worst drought in Somalia in decades  https://t.co/oxpkN9fVae	2022-04-02T07:49:49.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"#RT @UN: RT @UNOCHA: The drought emergency in #Somalia has deteriorated to a point where the country is facing the risk of famine.

Humanitarians are providing urgent life-saving support. But sustained humanitarian assistance is vital to prevent the loss of lives and livelihoods."	2022-04-02T07:48:05.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@UN:', '@UNOCHA:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:46:42.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:35:56.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:35:46.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:29:51.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:29:41.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @UNOCHA: The drought emergency in #Somalia has deteriorated to a point where the country is facing the risk of famine.

Humanitarians are providing urgent life-saving support. But sustained humanitarian assistance is vital to prevent the loss of lives and livelihoods."	2022-04-02T07:26:06.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@UNOCHA:']	[]	[]	[]
"RT @Halbeeg_News: Somalia starts Holy Month of Ramadan amid looming severe drought
https://t.co/rk4i1bc2AU https://t.co/PgszMdPUri"	2022-04-02T07:22:49.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@Halbeeg_News:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:21:46.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"Somalia starts Holy Month of Ramadan amid looming severe drought
https://t.co/rk4i1bc2AU https://t.co/PgszMdPUri"	2022-04-02T07:20:47.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:19:53.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:17:10.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:16:11.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:15:39.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"#RT @UN: RT @UNOCHA: The drought emergency in #Somalia has deteriorated to a point where the country is facing the risk of famine.

Humanitarians are providing urgent life-saving support. But sustained humanitarian assistance is vital to prevent the loss of lives and livelihoods."	2022-04-02T07:13:45.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@UN:', '@UNOCHA:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:12:37.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:12:15.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"#RT @UN: RT @UNOCHA: The drought emergency in #Somalia has deteriorated to a point where the country is facing the risk of famine.

Humanitarians are providing urgent life-saving support. But sustained humanitarian assistance is vital to prevent the loss of lives and livelihoods."	2022-04-02T07:10:29.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@UN:', '@UNOCHA:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T07:05:12.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
RT @TheWorld: Many internally displaced people in Somalia are pastoralists whose livestock — on which they depend for milk, meat, and incom…	2022-04-02T06:56:29.000Z	{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@TheWorld:']	[]	[]	[]
RT @joostbastmeijer: Somalia is experiencing its worst drought in 40 years. For 8 days, I traveled through the country for Dutch and intern…	2022-04-02T06:51:08.000Z	{'retweet_count': 230, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@joostbastmeijer:']	[]	[]	[]
RT @TheWorld: Many internally displaced people in Somalia are pastoralists whose livestock — on which they depend for milk, meat, and incom…	2022-04-02T06:44:24.000Z	{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@TheWorld:']	[]	[]	[]
RT @TheWorld: Many internally displaced people in Somalia are pastoralists whose livestock — on which they depend for milk, meat, and incom…	2022-04-02T06:44:18.000Z	{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@TheWorld:']	[]	[]	[]
"Many internally displaced people in Somalia are pastoralists whose livestock — on which they depend for milk, meat, and income — have all perished. 

@HalimaGikandi reports from Luuq, Somalia https://t.co/lFxtW6PTOZ"	2022-04-02T06:39:36.000Z	{'retweet_count': 5, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		['@HalimaGikandi']	['Luuq']	['Gedo']	['Luuq']
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T06:34:40.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T06:31:23.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @antonioguterres: The people of Somalia are facing the most severe drought in 40 years.

Last month, humanitarians helped 1.6 million pe…"	2022-04-02T06:31:11.000Z	{'retweet_count': 692, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@antonioguterres:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T06:30:50.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T06:11:17.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @UNOCHA: The drought emergency in #Somalia has deteriorated to a point where the country is facing the risk of famine.

Humanitarians ar…"	2022-04-02T06:03:24.000Z	{'retweet_count': 61, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@UNOCHA:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T06:01:17.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T06:01:08.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
RT @MohamedFall: The number of severely malnourished #children admitted for treatment in January in #Ethiopia, #Somalia &amp; #Kenya is the hig…	2022-04-02T05:56:22.000Z	{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@MohamedFall:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:50:18.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:50:12.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:49:17.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:44:57.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @antonioguterres: The people of Somalia are facing the most severe drought in 40 years.

Last month, humanitarians helped 1.6 million pe…"	2022-04-02T05:43:43.000Z	{'retweet_count': 692, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@antonioguterres:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:41:07.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @UNOCHA_ROSEA: The acute #drouhgtinSomalia is pushing the country to the edge of famine:

▪️ 4.5 million people are affected
▪️ 3.5 mill…"	2022-04-02T05:40:21.000Z	{'retweet_count': 21, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@UNOCHA_ROSEA:']	[]	[]	[]
RT @misssomaliapage: The Somali girrafe project aims at assisting giraffes in Somalia &amp; other endangered species like the Hirola antelope,…	2022-04-02T05:36:14.000Z	{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@misssomaliapage:']	[]	[]	[]
RT @misssomaliapage: Miss World Somalia met and worked  with the National Geographic team and Whitley Fund for Nature Award winner, Dr. Abd…	2022-04-02T05:36:07.000Z	{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@misssomaliapage:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:35:24.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:31:55.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:24:55.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:22:18.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:20:50.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:18:52.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
"RT @AJEnglish: “It’s going to get worse unless we can somehow bridge that funding gap.”

How the drought in Somalia is worsening by funding…"	2022-04-02T05:18:14.000Z	{'retweet_count': 134, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@AJEnglish:']	[]	[]	[]
RT @joostbastmeijer: Somalia is experiencing its worst drought in 40 years. For 8 days, I traveled through the country for Dutch and intern…	2022-04-02T05:13:21.000Z	{'retweet_count': 230, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@joostbastmeijer:']	[]	[]	[]
RT @joostbastmeijer: Somalia is experiencing its worst drought in 40 years. For 8 days, I traveled through the country for Dutch and intern…	2022-04-02T05:11:54.000Z	{'retweet_count': 230, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@joostbastmeijer:']	[]	[]	[]
"“Currently, one in four Somali people faces hunger caused by extreme drought, and the United Nations (UN) projects that 4.6 million Somalis will not have enough food by May 2022.”
#Famine  https://t.co/f3w4Yyzlic"	2022-04-02T05:11:39.000Z	{'retweet_count': 7, 'reply_count': 0, 'like_count': 19, 'quote_count': 0}		[]	[]	[]	[]
