text	public_metrics	created_at	Google_Translation	@	names	places	village	region	district
Guddoomiyaha Guddiga doorashooyinka Heer Federaal oo kalsoonida lagala noqday https://t.co/20j2kuDb9g	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:57:40.000Z	Chairman of the Federal Electoral Commission withdrawn confidence https://t.co/20j2kuDb9g	[]	[]	[]	[]	[]	[]
RT @Radiorisaala: Guddoomiyaha Guddiga doorashooyinka Heer Federaal oo kalsoonida lagala noqday - https://t.co/E1qOeAkUGC https://t.co/l8Rj…	{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:54:40.000Z	RT @Radiorisaala: Federal Electoral Commission Chairman withdrawn - https://t.co/E1qOeAkUGC https://t.co/l8Rj…	['@Radiorisaala:']	[]	[]	[]	[]	[]
Guddoomiyaha Guddiga doorashooyinka Heer Federaal oo kalsoonida lagala noqday - https://t.co/E1qOeAkUGC https://t.co/l8RjK240X1	{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	2022-04-01T12:50:59.000Z	Chairman of the Federal Electoral Commission withdrawn confidence - https://t.co/E1qOeAkUGC https://t.co/l8RjK240X1	[]	[]	[]	[]	[]	[]
RT @Calideero: Xubno ka tirsan guddiga doorashooyinka oo shaqo ka joojin ku sameeyey gudoomiyaha guddiga FiET muuse geele https://t.co/KgTM…	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:47:52.000Z	RT @Calideero: FiET board members strike FiET chairman Muse Geele https://t.co/KgTM…	['@Calideero:']	['Muse Geele']	[]	[]	[]	[]
Guddoomiyaha Guddiga doorashooyinka Heer Federaal oo kalsoonida lagala noqday - https://t.co/E1qOeAkUGC https://t.co/9h3t2copEB	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:44:17.000Z	Chairman of the Federal Electoral Commission withdrawn confidence - https://t.co/E1qOeAkUGC https://t.co/9h3t2copEB	[]	[]	[]	[]	[]	[]
Guddoomiyaha Guddiga doorashooyinka Heer Federaal oo kalsoonida lagala noqday - https://t.co/E1qOeAkUGC	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:41:14.000Z	Chairman of the Federal Electoral Commission withdrawn confidence - https://t.co/E1qOeAkUGC	[]	[]	[]	[]	[]	[]
Guddoomiyaha guddiga doorashooyinka heer federaal FEIT Muuse Gelle ayaa xilkii ka qaaday xoghayaha guddiga FEIT Cabdiraxiim Cabdi casiis. https://t.co/fBOxexCR41	{'retweet_count': 2, 'reply_count': 0, 'like_count': 6, 'quote_count': 1}	2022-04-01T12:40:16.000Z	FEIT Federal Electoral Commission Chairman Muse Gelle has fired FEIT Secretary General Abdirahman Abdi Aziz. https://t.co/fBOxexCR41	[]	['Muse Gelle', 'Abdirahman Abdi Aziz', 'Abdi Aziz']	[]	[]	[]	[]
Gudoomiyihii gudida doorashooyinka Muuse Gelle oo xil ka qaadis lagu sameeyey. https://t.co/1UhR9UF85L	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:36:38.000Z	NEC chairman Muse Gelle fired https://t.co/1UhR9UF85L	[]	['Muse Gelle']	[]	[]	[]	[]
"Xubno ka tirsan guddiga doorashooyinka oo shaqo ka joojin ku sameeyey gudoomiyaha guddiga FiET muuse geele.
#Somali https://t.co/m1UNiL1r49"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:29:17.000Z	Electoral Commission members strike FiET chairman Muse Geele .. #Somali https://t.co/m1UNiL1r49	[]	['Muse Geele']	[]	[]	[]	[]
RT @Sacadfaarah: DEGDEG Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) Oo Isagiiba Shaqadii Laga Joojiyay. https://t.c…	{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:28:43.000Z	RT @Sacadfaarah: URGENT Chairman of the Federal Electoral Implementation Committee (FEIT). And He Was Suspended. https: // tc…	['@Sacadfaarah:']	[]	[]	[]	[]	[]
RT @Sacadfaarah: DEGDEG Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) Oo Isagiiba Shaqadii Laga Joojiyay. https://t.c…	{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:27:06.000Z	RT @Sacadfaarah: URGENT Chairman of the Federal Electoral Implementation Committee (FEIT). And He Was Suspended. https: // tc…	['@Sacadfaarah:']	[]	[]	[]	[]	[]
#NEWS Xoghayihii Guud ee Guddiga Doorashooyinka FEIT oo xilka laga qaaday by Mahad https://t.co/BVRyTLaPfJ... https://t.co/mAKuCAG7aV	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:26:53.000Z	#NEWS FEIT Secretary General fired by Mahad https: //t.co/BVRyTLaPfJ ... https://t.co/mAKuCAG7aV	[]	[]	[]	[]	[]	[]
RT @GuledGed: Degdeg: Aqlabiyada Gudida Doorashooyinka Heer Federal oo xilkii ka qaaday gudoomiyihii gudida Muuse Geelle. https://t.co/lWcd…	{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:26:40.000Z	RT @GuledGed: Urgent: Majority of Federal Electoral Commission fires commission chairman Muse Guelleh. https://t.co/lWcd…	['@GuledGed:']	['Muse Guelleh']	[]	[]	[]	[]
dag dag Xubno ka tirsan guddiga doorashooyinka oo shaqo ka joojin ku sameeyey gudoomiyaha guddiga FiET muuse geele https://t.co/FGgg7ERudx	{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}	2022-04-01T12:26:16.000Z	Fiet chairman Muse Geele fired by members of the Electoral Commission https://t.co/FGgg7ERudx	[]	['Muse Geele']	[]	[]	[]	[]
RT @AhmedAbdullahi_: Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. http…	{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:24:54.000Z	RT @AhmedAbdullahi_: Chairman of the Federal Electoral Implementation Committee (FEIT). fires GHDHF Secretary General http…	['@AhmedAbdullahi_:']	[]	[]	[]	[]	[]
Xubno ka tirsan guddiga doorashooyinka oo shaqo ka joojin ku sameeyey gudoomiyaha guddiga FiET muuse geele https://t.co/KgTMMD9AoW	{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	2022-04-01T12:22:54.000Z	Electoral Commission members strike FiET chairman Muse Geele https://t.co/KgTMMD9AoW	[]	['Muse Geele']	[]	[]	[]	[]
@AhmedGallow8 Gudoomiyahii gudiga doorashooyinka qaranka geelle oo xilkii laga qaaday https://t.co/ONyliIjyYJ	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:22:29.000Z	@ AhmedGallow8 Chairman of the National Electoral Commission Guelleh fired https://t.co/ONyliIjyYJ	['@AhmedGallow8']	[]	[]	[]	[]	[]
Gudoomiyahii gudiga doorashooyinka qaranka geelle oo xilkii laga qaaday https://t.co/F2tHuIeQUx	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:20:43.000Z	Guelleh chairman fired from office https://t.co/F2tHuIeQUx	[]	[]	[]	[]	[]	[]
"RT @osmanjeite: KAN HADII DILAAGA SHAHAADO LASIIYO DALKUBA RAJO MALEH

Fahad Yaasiin Xaaji Daahir oo laga saaray Liiska rasmiga ee Xildhiba…"	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:20:32.000Z	RT @osmanjeite: THERE IS NO HOPE IN THIS COUNTRY IF THE KILLER IS GRANTED. . Fahad Yasin Haji Dahir removed from the official list of MPs…	['@osmanjeite:']	['Fahad Yasin', 'Haji Dahir']	[]	[]	[]	[]
Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federal ee FEIT ayaa sheegay inuu xilkii ka qaadaymaanta  xoghayihii guddiga Cabdiraxiin Cabdicasiis Aadan oo xalay kasoo horjeestay Liiska u shaaciyey guddoomiyaha FEIT.. https://t.co/mTv2iwLPue	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:18:39.000Z	The chairman of the Federal Electoral Commission (FEIT) has announced that he has resigned from the post of secretary general of the commission, Abdirahman Abdiaziz Aden, who last night opposed the list.	[]	['Abdirahman Abdiaziz']	[]	[]	[]	[]
RT @Sacadfaarah: DEGDEG Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) Oo Isagiiba Shaqadii Laga Joojiyay. https://t.c…	{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:18:37.000Z	RT @Sacadfaarah: URGENT Chairman of the Federal Electoral Implementation Committee (FEIT). And He Was Suspended. https: // tc…	['@Sacadfaarah:']	[]	[]	[]	[]	[]
Degdeg: Aqlabiyada Gudida Doorashooyinka Heer Federal oo xilkii ka qaaday gudoomiyihii gudida Muuse Geelle. https://t.co/lWcdC1xRDx	{'retweet_count': 4, 'reply_count': 1, 'like_count': 16, 'quote_count': 0}	2022-04-01T12:16:45.000Z	Urgent: Majority of Federal Electoral Commission fires commission chairman Muse Guelleh. https://t.co/lWcdC1xRDx	[]	['Muse Guelleh']	[]	[]	[]	[]
"RT @MohamedSelh: #SomaliaElection:

Kuraasta ay hakiyeen Guddiga Doorashooyinka:

Koofur Galbeed
#HOP103 - waxaa cabasho ka gudbiyey Gudoom…"	{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:14:14.000Z	RT @MohamedSelh: #SomaliaElection :. . Seats suspended by the Electoral Commission:. . South West. # HOP103 - Filed by Governor…	['@MohamedSelh:']	[]	[]	[]	[]	[]
RT @Somane01: Degdeg: Aqlabiyada Gudida Doorashooyinka Heer Federal oo xilkii ka qaaday gudoomiyihii gudida Muuse Geelle. https://t.co/H6X0…	{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:14:13.000Z	RT @ Somane01: Urgent: Majority of Federal Electoral Commission fires commission chairman Muse Guelleh. https://t.co/H6X0…	['@Somane01:']	['Muse Guelleh']	[]	[]	[]	[]
Degdeg: Aqlabiyada Gudida Doorashooyinka Heer Federal oo xilkii ka qaaday gudoomiyihii gudida Muuse Geelle. https://t.co/H6X0ahOjai	{'retweet_count': 4, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}	2022-04-01T12:13:55.000Z	Urgent: Majority of Federal Electoral Commission fires commission chairman Muse Guelleh. https://t.co/H6X0ahOjai	[]	['Muse Guelleh']	[]	[]	[]	[]
Xubno ka tirsan guddiga doorashooyinka oo shaqo ka joojin ku sameeyey gudoomiyaha guddiga FiET muuse geele https://t.co/TzlZfwNpuZ	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-01T12:11:59.000Z	FiET chairman Muse Geele fired by members of the Electoral Commission https://t.co/TzlZfwNpuZ	[]	['Muse Geele']	[]	[]	[]	[]
RT @Sacadfaarah: DEGDEG Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) Oo Isagiiba Shaqadii Laga Joojiyay. https://t.c…	{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:11:16.000Z	RT @Sacadfaarah: URGENT Chairman of the Federal Electoral Implementation Committee (FEIT). And He Was Suspended. https: // tc…	['@Sacadfaarah:']	[]	[]	[]	[]	[]
"RT @MohamedSelh: #Somalia:Guddiga Doorashooyinka Federaalka ayaa shaaciyey liiska xildhibaannada rasmiga ah.

Waxaa laga reebey Taliyihii h…"	{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:11:03.000Z	RT @MohamedSelh: #Somalia: Federal Electoral Commission announces list of official MPs ... Excluded Commander h…	['@MohamedSelh:']	[]	['Somalia']	[]	[]	[]
RT @Sacadfaarah: DEGDEG Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) Oo Isagiiba Shaqadii Laga Joojiyay. https://t.c…	{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:09:47.000Z	RT @Sacadfaarah: URGENT Chairman of the Federal Electoral Implementation Committee (FEIT). And He Was Suspended. https: // tc…	['@Sacadfaarah:']	[]	[]	[]	[]	[]
RT @Sacadfaarah: DEGDEG Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) Oo Isagiiba Shaqadii Laga Joojiyay. https://t.c…	{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:09:18.000Z	RT @Sacadfaarah: URGENT Chairman of the Federal Electoral Implementation Committee (FEIT). And He Was Suspended. https: // tc…	['@Sacadfaarah:']	[]	[]	[]	[]	[]
Qaar ka tirsan guddiga doorashooyinka ayaa shaqo ka joojin ku sameeyey Gudoomiyaha Guddida FIET Muuse Geele https://t.co/3lqTDEIC0x	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:06:34.000Z	Some members of the Electoral Commission have suspended FIET Chairman Muse Geele https://t.co/3lqTDEIC0x	[]	[]	[]	[]	[]	[]
Qaar ka tirsan guddiga doorashooyinka ayaa shaqo ka joojin ku sameeyey Gudoomiyaha Guddida FIET Muuse Geele https://t.co/sJdHVI72JK	{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}	2022-04-01T12:06:25.000Z	Some members of the Electoral Commission have suspended FIET Chairman Muse Geele https://t.co/sJdHVI72JK	[]	[]	[]	[]	[]	[]
Degdeg: Aqlabiyada Gudida Doorashooyinka Heer Federal oo xilkii ka qaaday gudoomiyihii gudida Muuse Geelle.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T12:04:58.000Z	Urgent: Majority of Federal Electoral Commission fires commission chairman Muse Guelleh.	[]	['Muse Guelleh']	[]	[]	[]	[]
DEGDEG Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) Oo Isagiiba Shaqadii Laga Joojiyay. https://t.co/QToG7qJQ5X	{'retweet_count': 17, 'reply_count': 11, 'like_count': 68, 'quote_count': 1}	2022-04-01T12:03:24.000Z	EMERGENCY Chairman of the Federal Electoral Implementation Committee (FEIT). And He Was Suspended. https://t.co/QToG7qJQ5X	[]	[]	[]	[]	[]	[]
RT @SaaidJama: Kaddib soo gabagabeyntii Doorashada, waxaan kulan sagoontin ah la yeeshay Md. Madaxweyne @MrQoorqoor oo aan uga mahadceliyey…	{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:02:13.000Z	RT @SaaidJama: After the election, I had a farewell meeting with Md. Thanks to President @MrQoorqoor…	['@SaaidJama:', '@MrQoorqoor']	[]	[]	[]	[]	[]
Xoghayihii Gudiga doorashooyinka Heer Federaal oo xilkii laga qaaday https://t.co/CVWwGlfFmg	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:55:00.000Z	Secretary of the Federal Electoral Commission fired https://t.co/CVWwGlfFmg	[]	[]	[]	[]	[]	[]
Xoghayihii Gudiga doorashooyinka Heer Federaal oo xilkii laga qaaday https://t.co/mRA5I3nGyW	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:54:58.000Z	Secretary of the Federal Electoral Commission fired https://t.co/mRA5I3nGyW	[]	[]	[]	[]	[]	[]
Xoghayahii Guud ee Guddiga doorashooyinka oo Xilkii laga qaaday - https://t.co/z56nhRDViC https://t.co/8s5KBMNJ7k	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:48:19.000Z	Secretary General of the Electoral Commission fired - https://t.co/z56nhRDViC https://t.co/8s5KBMNJ7k	[]	[]	[]	[]	[]	[]
RT @SomaliPM: Ra’iisul Wasaare Rooble oo hambalyeyay Guddiga Doorashooyinka FEIT oo shaaciyay natiijada doorashada BFDS https://t.co/9zI1Zn…	{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:48:13.000Z	RT @SomaliPM: Prime Minister Roble congratulates FEIT Electoral Commission announcing BFDS election results https://t.co/9zI1Zn…	['@SomaliPM:']	[]	[]	[]	[]	[]
RT @masul_omar: Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. https://t…	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:26:04.000Z	RT @masul_omar: Chairman of the Federal Electoral Implementation Committee (FEIT). fires GHDHF Secretary General https: // t…	['@masul_omar:']	[]	[]	[]	[]	[]
Xoghayihii guddiga doorashooyinka heer federaal ee Soomaaliya oo xilkii laga qaaday https://t.co/v3x1bYbchl #Somalia https://t.co/H3V4qWBggS	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:22:36.000Z	Secretary General of the Federal Electoral Commission of Somalia fired https://t.co/v3x1bYbchl #Somalia https://t.co/H3V4qWBggS	[]	[]	['Somalia']	[]	[]	[]
RT @Radiorisaala: Xoghayihii Gudiga doorashooyinka Heer Federaal oo xilkii laga qaaday - https://t.co/waB3uQiF7S https://t.co/v3MzpzUDm5	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:13:43.000Z	RT @Radiorisaala: Secretary of the Federal Electoral Commission fired - https://t.co/waB3uQiF7S https://t.co/v3MzpzUDm5	['@Radiorisaala:']	[]	[]	[]	[]	[]
RT @AhmedAbdullahi_: Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. http…	{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:13:07.000Z	RT @AhmedAbdullahi_: Chairman of the Federal Electoral Implementation Committee (FEIT). fires GHDHF Secretary General http…	['@AhmedAbdullahi_:']	[]	[]	[]	[]	[]
Xoghayihii Gudiga doorashooyinka Heer Federaal oo xilkii laga qaaday - https://t.co/waB3uQiF7S https://t.co/v3MzpzUDm5	{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}	2022-04-01T11:12:14.000Z	Secretary of the Federal Electoral Commission fired - https://t.co/waB3uQiF7S https://t.co/v3MzpzUDm5	[]	[]	[]	[]	[]	[]
RT @MohamedSelh: #Somalia:Guddoomiyaha Guddiga Doorashooyinka Muuse Geelle ayaa xilkii ka qaaday Xoghayihii Guddiggaasi kaasi oo xalay ka s…	{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:09:55.000Z	RT @MohamedSelh: #Somalia: The Chairman of the Electoral Commission, Muse Guelleh, has fired the Secretary General of the Commission.	['@MohamedSelh:']	['Muse Guelleh']	['Somalia']	[]	[]	[]
RT @OAbraar: Guddoomiyaha @Doorashada2021 Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. http…	{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:06:02.000Z	RT @OAbraar: Chairman @ Election2021 Federal Election Implementation (FEIT). fires GHDHF Secretary General http…	['@OAbraar:', '@Doorashada2021']	[]	[]	[]	[]	[]
RT @MohamedSelh: #Somalia:Guddoomiyaha Guddiga Doorashooyinka Muuse Geelle ayaa xilkii ka qaaday Xoghayihii Guddiggaasi kaasi oo xalay ka s…	{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:05:16.000Z	RT @MohamedSelh: #Somalia: The Chairman of the Electoral Commission, Muse Guelleh, has fired the Secretary General of the Commission.	['@MohamedSelh:']	['Muse Guelleh']	['Somalia']	[]	[]	[]
RT @OAbraar: Guddoomiyaha @Doorashada2021 Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. http…	{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:58:58.000Z	RT @OAbraar: Chairman @ Election2021 Federal Election Implementation (FEIT). fires GHDHF Secretary General http…	['@OAbraar:', '@Doorashada2021']	[]	[]	[]	[]	[]
GUDOOMIYAHA FEIT EE DOORASHOOYINKA SOMALIA OO XILKA KA QAADAY XOGHAYIHII DOORASHOOYINKA https://t.co/wqzggHRMcF https://t.co/G7siVzmYq5	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:58:29.000Z	SOMALIA FEIT ELECTION CHAIRMAN DISMISSES ELECTION SECRETARY https://t.co/wqzggHRMcF https://t.co/G7siVzmYq5	[]	[]	['SOMALIA']	[]	[]	[]
Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) #Muuse Geelle Yuusuf ayaa xilka ka qaaday Xoghayaha Guud ee Guddiga doorashada oo xalay kasoo horjeystay shaacinta doorashada labada aqal iyo kursi dib loo celiyay. https://t.co/XYw75dTWw5	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T10:53:08.000Z	Chairman of the Federal Electoral Implementation Committee (FEIT). #Muse Guelleh Yusuf fires Secretary General of the Electoral Commission https://t.co/XYw75dTWw5	[]	['Muse Guelleh']	[]	[]	[]	[]
# https://t.co/aoD4JpT3VW	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:53:05.000Z	# https://t.co/aoD4JpT3VW	[]	[]	[]	[]	[]	[]
RT @MohamedSelh: #Somalia:Guddoomiyaha Guddiga Doorashooyinka Muuse Geelle ayaa xilkii ka qaaday Xoghayihii Guddiggaasi kaasi oo xalay ka s…	{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:52:55.000Z	RT @MohamedSelh: #Somalia: The Chairman of the Electoral Commission, Muse Guelleh, has fired the Secretary General of the Commission.	['@MohamedSelh:']	['Muse Guelleh']	['Somalia']	[]	[]	[]
"Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF.

Xilka qaadistaan ayaa sababtay kadib markii uu difaacay Kursiga Fahad Yaasin. https://t.co/VpSb2PcJcK"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T10:47:04.000Z	Chairman of the Federal Electoral Implementation Committee (FEIT). fires GHDHF Secretary General The dismissal came after he defended Fahad Yassin. https://t.co/VpSb2PcJcK	[]	['Fahad Yassin']	[]	[]	[]	[]
#Somalia:Guddoomiyaha Guddiga Doorashooyinka Muuse Geelle ayaa xilkii ka qaaday Xoghayihii Guddiggaasi kaasi oo xalay ka soo horjeestey reebista Fahad Yaasiiin. https://t.co/1d24jH98gs	{'retweet_count': 6, 'reply_count': 6, 'like_count': 39, 'quote_count': 0}	2022-04-01T10:40:39.000Z	#Somalia: The Chairman of the Electoral Commission, Muse Guelleh, has fired the Secretary General of the Commission, who last night opposed the removal of Fahad Yassin. https://t.co/1d24jH98gs	[]	['Muse Guelleh', 'Fahad Yassin']	['Somalia']	[]	[]	[]
Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. https://t.co/EcMhQaSSwJ	{'retweet_count': 3, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}	2022-04-01T10:38:28.000Z	Chairman of the Federal Electoral Implementation Committee (FEIT). fires GHDHF Secretary General https://t.co/EcMhQaSSwJ	[]	[]	[]	[]	[]	[]
RT @OAbraar: Guddoomiyaha @Doorashada2021 Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. http…	{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:35:36.000Z	RT @OAbraar: Chairman @ Election2021 Federal Election Implementation (FEIT). fires GHDHF Secretary General http…	['@OAbraar:', '@Doorashada2021']	[]	[]	[]	[]	[]
Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. https://t.co/00XU9H18L8	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-01T10:32:50.000Z	Chairman of the Federal Electoral Implementation Committee (FEIT). fires GHDHF Secretary General https://t.co/00XU9H18L8	[]	[]	[]	[]	[]	[]
Guddoomiyaha @Doorashada2021 Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. https://t.co/qeD1pfEvfl	{'retweet_count': 5, 'reply_count': 0, 'like_count': 7, 'quote_count': 1}	2022-04-01T10:32:18.000Z	Chairman @ Election2021 Federal Election Implementation (FEIT). fires GHDHF Secretary General https://t.co/qeD1pfEvfl	['@Doorashada2021']	[]	[]	[]	[]	[]
Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. https://t.co/MuQFfu0GZd	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:29:37.000Z	Chairman of the Federal Electoral Implementation Committee (FEIT). fires GHDHF Secretary General https://t.co/MuQFfu0GZd	[]	[]	[]	[]	[]	[]
Guddoomiyaha Guddiga Hirgelinta Doorashooyinka Heer Federaal (FEIT) ayaa xilka ka qaaday Xoghayaha Guud ee GHDHF. https://t.co/ci53SWivbn	{'retweet_count': 1, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}	2022-04-01T10:29:25.000Z	Chairman of the Federal Electoral Implementation Committee (FEIT). fires GHDHF Secretary General https://t.co/ci53SWivbn	[]	[]	[]	[]	[]	[]
RT @OAbraar: Raysal Wasaare Rooble &amp; Guddiga Doorashooyinka Heer Federaal waa ku mahadsan yihiin inaysan ogolaan in Argagaxisada Alshabaab…	{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:23:38.000Z	RT @OAbraar: Prime Minister Roble &amp;. Thanks to the Federal Electoral Commission for not allowing Al Shabaab terrorists…	['@OAbraar:']	['Al Shabaab']	[]	[]	[]	[]
RT @SomaliPM: Ra’iisul Wasaaraha XFS mudane Maxamed Xuseen Rooble ayaa la kulmay Guddoonka Guddiga Doorashooyinka Heer Federaal ee FEIT iyo…	{'retweet_count': 21, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:13:35.000Z	RT @SomaliPM: FGS Prime Minister Mohamed Hussein Roble meets with FEIT Federal Electoral Commission Chairman and…	['@SomaliPM:']	['Mohamed Hussein']	[]	[]	[]	[]
