text	created_at	public_metrics	Google_Translation	village	region	district
They have access to carry out any attack at any place getting help from gov't officials. #Somalia https://t.co/ZEixkTfFks	2022-04-01T11:16:32.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@vickyford @_AfricanUnion Alshabab became a tool for AMISOM to remain in Somalia if they are honest about fighting Alshabab there would be no Alshabab today.AMISOM soldiers are not there to defeat them but keep them active.	2022-04-01T11:04:20.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
What a stupid comment. It’s disgusting what the west done for the so called poor countries. Look Middle East and Africa only seen them steal our recourses and bomb us even now America bombing Somalia. UN have also killed the president of Tanzania because no vaccines wtf. 🤦🏿‍♂️ https://t.co/ee0cEqZz9r	2022-04-01T09:20:50.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@TheGoldenGod3 @carter_pewter @AJEnglish Afghanistan? The bombing of Somalia the same day as they issued sanctions in Russia? The murder of an Iranian General in his own country? Do you have excuses for all of those as well? Must we just accept that everything the west  says and does is correct?	2022-04-01T08:59:47.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}		[]	[]	[]
"@Grex168 @mp_dalmar Where did I mention tribe? Is attack on NN conduct in the last 5 yrs in power a tribal thing? This is the thing with some of our people, hence change hard to come. 
We need new leadership that can save Somalia from extremism and tribalist leaders."	2022-04-01T08:59:20.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@amisomsomalia has announced that it will conduct a security exercise within the Base camp in Halane, housing international diplomatic missions, including the US embassy on  Friday April 1.
This is following attack on Aden Abdulle Airport in #Mogadishu on March 23rd.

 #Somalia https://t.co/aa0jERrS3v"	2022-04-01T08:53:54.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
@muhammadnaqi13 @_doctorelyas_ imran ny absolutely not kaha eourp ko thuka.imran russia china k camp mn bzahir gaya.russia wohi jis kaliay NATO banyagya.russia china pak mil k USA key super power chnge kr sagty heny.china ny jahn cpec or africa mn railways banai USA ny bombing key somalia.tu iK is farbetter	2022-04-01T08:50:07.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@Dhaasanach @Grex168 @mp_dalmar Shame you don’t see how Farmajo destroyed Somalia in terms of people’s confidence in democratic process and security. The attack in Beledweyne and the airport was the final blow to NN. Farmajo &amp; Fahad have had enough of the Somali blood in their hands.	2022-04-01T08:24:19.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@Mux84N @HodoMure @amisomsomalia @SNAForce We all know Xalane attack was n inside job , stay hating us , Somalia will always come out victorious https://t.co/3Iw5KUVBLu	2022-04-01T08:15:42.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
@Julius_S_Malema I've never seen a weak person travelling from Pakistan/Nigeria/Somalia to SA so they can sell expired good, take part in kidnappings, engaging in selling SA IDs and passports to their fellow countrymen, sell drugs, hijack buildings and attack our law enforcement.	2022-04-01T06:49:25.000Z	{'retweet_count': 16, 'reply_count': 3, 'like_count': 284, 'quote_count': 0}		[]	[]	[]
The African Union Mission in #Somalia (AMISOM), a #UN mission that was fighting against #AlShabaab for the past 15 years changes its name into the #AU Transition Mission in Somalia ( ATMIS). https://t.co/Eh2urkWVFr	2022-04-01T06:45:03.000Z	{'retweet_count': 8, 'reply_count': 0, 'like_count': 14, 'quote_count': 4}		[]	[]	[]
#Somalia Al Shabaab launched attack on Buulo Mareer, Lower Shabelle region - the militants briefly took control over parts of the town before being forced to retreat by joint AMISOM and Somali government forces	2022-04-01T06:06:34.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['Buulo', 'Buulo Mareer', 'Buulo Mareer', 'Mareer']	['Lower Shabelle', 'Bay', 'Middle Juba']	['Buur Hakaba', 'Marka', 'Jilib']
"@AJEnglish After bombing Libya, Somalia and middle East,now you want African to side with west?
Total madness

We are standing with Russia

Russia is here to save the world
The only thing we know about the US when it comes to it's policies is plotting coups and distablizations"	2022-04-01T04:40:04.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
The loss of basic resources. Armed conflict destroys the basic necessities of life, schools, shelter,  health care, water and food. Children in Somalia have suffered 30 plus years of trauma from internal violence and conflicts. Some adult leaders themselves show signs of trauma.	2022-04-01T04:29:38.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@kylegriffin1 HOORAY!!! Meanwhile in reality D.C. is generating billions for Liquid Gas, Big Pharma, military equipment investors with tax dollars when debt is at all time high! We can't forget about occupation of 1/3 of Syria, bombing of Somalia &amp; genocide in Yemen! Yes! They are doing GREAT!	2022-04-01T04:25:43.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@Ilhan Are you fighting for trans rights in your own country where they actually need help from muslims? Somalia. Why not try all the Arab countries too? See how you get on.	2022-04-01T03:37:12.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Kenya always fighting for Somalia. I wonder what they'll say we did this time? Selling children &amp; women? After all, we hear we've sold all their trees as charcoal. https://t.co/AJ5Rn0l7iF	2022-04-01T03:19:51.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@rjr618 @dcexaminer @RepThomasMassie Do we say the same thing for the People of Iraq Afghanistan Libya Syria Somalia Yemen Niger...shall I go on?  Sorry Ukraine is not the only country in the world in conflict.  We have our own problems here in the USA.	2022-04-01T03:05:00.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"@HShPrez2Ware @SomaliPM Yes, @SomaliPM is fear of his life because he has a relationship with the terrorist as such Mr Madobe&amp; @HassanSMohamud which is well known for their relations with Shabaab.
May be now they're in a conflict of interest bt them. That's why he is fear of his life!! #Somalia"	2022-04-01T02:31:51.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"The charges against @M_Farmaajo by the so called opposition.

➡️ He’s not CORRUPTED

➡️ He’s not a TRIBALIST

➡️ He’s fighting for Somalia’s sovereignty, Territorial integrity and political independence.

➡️ He’s built a professional army and capable National intelligence agency. https://t.co/1YXrS238cv"	2022-04-01T02:17:27.000Z	{'retweet_count': 43, 'reply_count': 5, 'like_count': 128, 'quote_count': 1}		[]	[]	[]
I would like to applause the FEIT for disowning the illegal step by the supposed chairman and PM @MohamedHRoble to purportedly publish a fake list of MPs. Looks like the rogue PM has fully declared a war on Somalia, however the people are fighting back.	2022-04-01T02:16:25.000Z	{'retweet_count': 24, 'reply_count': 4, 'like_count': 81, 'quote_count': 0}		[]	[]	[]
@spriter99880 @SandraHelena39 US is still bombing Somalia.	2022-04-01T02:14:00.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@Frank_Giustra While the world is focused on the War between Russia and Ukraine, no one is paying attention to their master, America is bombing Somalia and his own son Israel is bombing Syria	2022-04-01T02:12:51.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@htTweets USA should not lecture to india on international policy, who started arms conflict against many country like iraq syria yamen libya Uganda Somalia kenya afghanistan Vietnam on the name of human rights and leave them with destructions, shows selfishness for your public interest	2022-04-01T01:13:20.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
We never faltered from respecting America. We even forgave it in z 1970s when Ethiopia was weak in fighting with domestic &amp; foreign enemies President Carter canceled our arms sale switched sides to President Siad Barre of Somalia. It was shameful. Why again? @POTUS #CancelHR6600	2022-03-31T23:52:25.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	[]
@KCFanLA @bopanc @WSJ What about your country a bunch of mass murderers look at the genocide you're committing in Yemen for Saudi Arabia, turning Libya into a slave state, dropped so many bombs in Syria you ran out of bombs to drop, invasion of Iraq, Afghanistan, bombing Somalia.	2022-03-31T23:44:42.000Z	{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@JustAwHirsi @MohamedHRoble Yeap ! Kenya,the west &amp;UAE have successfully won to start arms conflict between qabilada somaliyed buts up to us to safe our country. men like rooble must be stoped to safe Somalia culimada wainey dalkan u istaagan oo hubka ka qaata si looga hortago xamar iney xabad kabilaabato	2022-03-31T23:28:31.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
Al-Shabab attack on SNA military base in Barsanjuna Somalia https://t.co/UMG3xXNodd	2022-03-31T23:25:33.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Al-Shabab attack on SNA military base in Galmudug Somalia https://t.co/UNvQVxwvwz	2022-03-31T23:24:59.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"@musebiihi; Not holding elections on time and opening illegal political parties can only lead to two things; Political conflict and insecurity!

@UNSomalia 
@EU_in_Somalia https://t.co/QoziOtrfiM"	2022-03-31T23:05:03.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
Following March 23 Al-Shabaab attack on Mogadishu airport, which killed 6+, including 5 foreigners, @amisomsomalia announced will conduct a security exercise in the adjacent Halane base camp, housing western diplomatic missions, including the US embassy on April 1. #Somalia. https://t.co/jTaoJY0IhV	2022-03-31T22:33:04.000Z	{'retweet_count': 2, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
"My take on Roble halting HOP086 

Desperate last ditch attempt to derail elections, create conflict, extend time in office, loot and gain wealth (ka ganacsiga siyaasadda).

Nin Daad Qaadey Xumbo Cuskey! #Somalia https://t.co/29R6ZJv8rL"	2022-03-31T22:07:23.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}		[]	[]	[]
"Moderate/Severe/Extreme #drought
The greater part of #Somalia is in a  dire situation
#ClimateEmergency 
#Conflict
#Hunger https://t.co/gBKBTaeyGY"	2022-03-31T21:48:38.000Z	{'retweet_count': 2, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
#Somalia  @SNAForce soldier at Frontline  fighting with #Ashabaab  Terrorist composed this beautiful poem for 🇸🇴our commander-in-chief. H:E President @M_Farmaajo great achievement' of his presidency.Rebuilding. #SNA Was always President central project, #NoMore #HandsOffSomalia https://t.co/P7ovk0VM8p	2022-03-31T21:41:24.000Z	{'retweet_count': 11, 'reply_count': 2, 'like_count': 26, 'quote_count': 2}		[]	[]	[]
New chapters of conflict having seen about Somalia elections, https://t.co/qjDSECgced	2022-03-31T20:41:07.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@leonmbouwman @kishore_prasann @EmbassyofRussia @mfa_russia @PMSimferopol @RusEmbJakarta @ASEANRussia @ASEAN @Rusembegypt @EmbRusBotswana @RusConsCapetown @BehindthenewsR @RusEmbManila Russi is fighting in Ukraine against NATO impirialism which expanded beyond the Red line. Besides that NATO nations bombed/invaded/couped Iraq, Syria, Libya, Somalia, Afghanistan, Yugoslavia, ... in short much more countries than Russia ever had it's hands on.	2022-03-31T19:43:30.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@Spotter_SMS @TomTugendhat @janrostowski @PolishEmbassyUK Poland does not border with Somalia, Angola or Iraq. If you want to enter, go to the border crossing and you will get help. Do not attack border guards with stones and firecrackers and do not pass illegally. I wonder how borders are crossed in your country?	2022-03-31T19:43:28.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}		[]	[]	[]
@Ironicallyubi @Edavb1 The Somalis outside Somalia not fighting civil wars 👀	2022-03-31T19:42:45.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@RepValDemings How can you tell voters this in any honesty? We invaded #Afghanistan &amp; #Iraq bombed #Libya, still bombing #Somalia, and you voted for funds to help the #Saudis &amp; #UAE do genocide in #Yemen. Do dead brown children from US actions mean nothing to you? War hurts the poor the most.	2022-03-31T19:31:03.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@Zakaria42050777 Hasolas fighting the dynasties and expecting to win? 🤣🤣🤣.. Kenya is not a failed state like Somalia	2022-03-31T18:30:17.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@MoeedNj @GVS_News #PakistanArmy will always be fighting a loosing battle if the root causes of failure in Pakistan's domestic &amp; foreign policy are not addressed! Past experiences in Bosnia, Somalia, &amp; Sierra-Leone have taught the adversaries that killing #PakistaniPeacekeepers has no consequences!	2022-03-31T18:02:41.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"@mfa_russia @UN @Rusembchina @RusEmbIran @RusEmbPakistan @MFA_Tajikistan @russiauz @rusemb_tm @MFA_China ""The @UN should act as the main coordinator in addressing the entire range of issues as regards the post-conflict recovery of #Afghanistan."" and the issue of Iraq,syria,Lybia,Yemen, Somalia,Eritrea-from 1941-2022"	2022-03-31T18:01:37.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@EriTgt @SonOfElameda @yemaneDIAMOND @WediWelWel @GebrekirstosG Yeah you mean sneaking behind like cowards you're when Tplf was fighting 12 kili, Somalia, Turkey and UAE drone launched from Asmara? At least now you're admitting it. Last year you were calling everyone who told the truth ""Tplfite"". Like i said everyone knows Eritrea will not.."	2022-03-31T17:44:45.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"https://t.co/HvOC3QLlpJ
Why isn't this being talked about in the news??"	2022-03-31T17:40:17.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
REMEMBER, first thing US Operatives did in Iraq invasion was bombing Shia &amp; Sunni shrines to divide &amp; cause civil stifle against each other! Kenyan &amp; UAE spies have vested interests in destabilizing Somalia by feeding Roble divisive disinformation to incite violence &amp; discord! https://t.co/8sWjp15NNn	2022-03-31T17:35:00.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"@RaymondMpamizo @UPDFspokespersn The Karamoja question seems deeper than what we can imagine!!
Where these warriors get the confidence to attack security units, take guns after killing soldiers is unbelievable!
How we go for Somalia, DRC and succeed yet these warriors have been killing for years is saddening"	2022-03-31T17:30:19.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
"@mcogsthriceborn @jeananncord So let's talk about Iraq then, and ongoing bombing. We have bombing Somalia, the poorest country in the world, for years. Do you have a problem with that?

How about Libya--which wasn't run by Nazis?

Just chose one and begin."	2022-03-31T17:29:17.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@Black_promoZAR Siyanyelwa! This is possible in South Africa 🇿🇦  foreigners fighting  citizens the country that they stay illegal. Our government allows it. Let them try this in 🇿🇼 or Somalia 🇸🇴 or Botswana 🇧🇼  or China 🇨🇳 or Australia 🇦🇺 let's see if they won't be arrested and deported https://t.co/XA2XbB3ywo	2022-03-31T17:28:08.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"Ramadan is approaching, so let us pray for their souls. If a friend, cousin, or neighbor died as a result of a suicide attack, please share their name with us so that we can pray for her and him as well. 

May protect #Somalia🇸🇴and the Somali people."	2022-03-31T17:11:54.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 19, 'quote_count': 0}		[]	[]	[]
"I love how some people want to say that terrorism has gotten worse over the last 5 years. 

Below, you see an article on an AS attack on Villa Somalia, 2 years into the 4 year term of Hassan Sheikh. 

That could NEVER happen today.

Let’s talk facts, not fiction. https://t.co/ztSHRTlvn2"	2022-03-31T17:07:01.000Z	{'retweet_count': 17, 'reply_count': 1, 'like_count': 56, 'quote_count': 1}		[]	['Togdheer']	['Sheikh']
"An unfounded warning of a potential militant attack fuelled panic at Adan Adde International Airport in #Somalia’s capital Mogadishu, sending terrified travelers and employees onto the tarmac on Wednesday.
https://t.co/PDt8gnMBuj"	2022-03-31T16:46:59.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
@MoradNews #AlShabaab should be ready to recapture most of South &amp; Central Somalia by August 2022 when Ethiopia will be in Civil War &amp; Kenya will be fearful of fighting AS because AS can disrupt the national elections (or even overrun at least one Kenyan county)	2022-03-31T16:43:15.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Lesotho's term as Chairperson of the AUPSC comes to an end today. Amongst the most notable activities this month are: 1) Reconfiguration AMISOM in Somalia into Somali Transition Force; 2) Adoption of policies on Child Protection in Conflict Situations;	2022-03-31T16:24:47.000Z	{'retweet_count': 3, 'reply_count': 2, 'like_count': 8, 'quote_count': 1}		[]	[]	[]
@TomasGuinness @MPorenta @michalcizekfoto Couple days ago USA bombed Somalia. Thats why. Also Izrael bombing Palestina every single day. Any protest in front of the Izrael embasy????	2022-03-31T16:22:50.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"From Ukraine to Yemen, Somalia to Afghanistan, we are seeing a generation of children and youth whose education has been impacted because of conflict. 

We must, however, reject the notion that these children will become a “lost generation.”"	2022-03-31T16:17:06.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@Littlelion1776 @razorfang @DrallHiren @richimedhurst Clearly US. Russia was there on invitation of the government, just like the US claims and justifies their bombing of Somalia as we speak.	2022-03-31T16:16:26.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@NomelaSal @CodeRed6789 @JoeBiden Bombing innocent civilians in places like Afghanistan, Yemen, Somalia, and a few others.	2022-03-31T15:57:07.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@cool_grandad @BSBonner Bombing Somalia rn? Want to link a source to that?	2022-03-31T15:50:49.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@georgechara668 After that, ask yourself why Somalia is in ruins, ask yourself why Catalonia are Fighting for Independence in Spain, ask yourself why there was a Secession Call in Kenya then you will understand what we are talking about here.	2022-03-31T15:48:40.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@mohamedwaliap I agree and I wash we get there. But this situation is another level and may let the caadan think it's easy to do anything in somalia so fighting back is important	2022-03-31T15:25:10.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@jeananncord @mcogsthriceborn Let me add that the United States is currently supplying weapons for Palestinian and yemeni genocide, and that we are and have been constantly bombing Somalia for years, the poorest country in the world. So so please pull your head out,  historically illiterate neoliberal.	2022-03-31T15:23:04.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"Bombing Iraq, Libya, Somalia, Syria and Afghanistan - is okay for the Weird Nato/USA.
So only when they do it, its all okay.
Russia saw its countrymen in East Ukraine being bombed for the last 8 years - And them he shouldn't be allowed to protect?
Forget it West ‼️‼️"	2022-03-31T15:17:12.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@s_dee90 Bombing Iraq, Libya, Somalia, Syria and Afghanistan - is okay for the Weird Nato/USA.
So only when they do it, its all okay.
Russia saw its countrymen in East Ukraine being bombed for the last 8 years - And them he shouldn't be allowed to protect?
Forget it West ‼️‼️"	2022-03-31T15:16:24.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"So public enemy number one, the criminal ⁦@MohamedHRoble⁩ ,. He would like the perpetrator of the worst  #Somalia 🇸🇴 conflict  since 1991  
 https://t.co/UYecRow7lu"	2022-03-31T13:41:06.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"The U.S. military has been involved in Somalia for years. Yet Americans rarely notice. 

The U.S. military now wants to send in more commandos. It's long past time to reassess the conflict--and our role in it.

My latest @just_security, with @LukeHartig: 

https://t.co/Ncka2160JU"	2022-03-31T13:40:05.000Z	{'retweet_count': 4, 'reply_count': 0, 'like_count': 10, 'quote_count': 1}		[]	[]	[]
@Acyn #ThisIsAmerica, the United States is starving Afghanistan and actively bombing Somalia. And on the brink of WWIII due to the Russian/ Ukraine conflict. But the violence that's the most important is a #wwe style slap on a wealthy comedian. The U.S. is an empire in decline. Good!	2022-03-31T13:31:46.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"There were real fears that the country would descend into conflict when political actors mobilized the military to contest power.

 https://t.co/ty2hUIxWoC"	2022-03-31T13:00:47.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
False alert fueled panic at #Mogadishu airport, following last week's #AlShabaab attack. #Somalia  https://t.co/MbxS3EvEiV	2022-03-31T12:37:54.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
@mongouille @visegrad24 @paddyney well, that exactly why we dont want to take refugies from syria, somalia, afganistan....they are young mans. These UA refugies = 80% womens with kids + some elderly. Mans stay home and they fighting for thier country.	2022-03-31T12:25:27.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 20, 'quote_count': 0}		[]	[]	[]
"Swearing an incomplete house is unconstitutionality that will result in regression back to conflict. That's why Halane operatives (conflict entrepreneurs) have given these talking points to their stooges ie to set to fire the country.

17th Sep &amp; Law 30 are sacrosanct in Somalia"	2022-03-31T12:11:09.000Z	{'retweet_count': 23, 'reply_count': 4, 'like_count': 85, 'quote_count': 0}		[]	[]	[]
@lavdzh @TheEconomist You’re depending on maniacs to deal with the “maniac”! Haven’t you seen the slaughter in Libya, Yemen, torture in Iraq? Are you aware of the suffering in Cuba and current drone bombing of Somalia? Stop looking for saviours and thinking one set of maniacs are better than others!	2022-03-31T12:01:06.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
Ogaden Conflict: Superpowers role in the Somalia-Ethiopia War https://t.co/y2pEhkuCm4	2022-03-31T11:59:07.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Ogaden Conflict: Superpowers role in the Somalia-Ethiopia War https://t.co/nxWRE2P0E7	2022-03-31T11:59:06.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"Simply,We have to read between lines.
Al-Shabaab attack on Halane complex&amp;NISA’s announcement of new operations targeting foreign missions with the purpose of expelling them from Somalia,is to facilitate the implementation of Farmaajo’s plan to overthrow power to extend his rule. https://t.co/ik9BRS20CX"	2022-03-31T11:15:23.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	[]
"@AnalystSomalia @US2SOMALIA @FBI FBI in Somalia to help probe inflight blast described as 'deliberate act of terror'.
https://t.co/61zHL2PSjR"	2022-03-31T11:01:48.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"#Somalia’s Prime Minister Mohamed Hussein Roble pointed finger at the allies of the incumbent President Mohamed Abdullahi Farmajo over the killing of an opposition MP Amina Mohamed in a suicide bombing in Baladweyne last week.
https://t.co/GDcuATrpeY"	2022-03-31T10:03:07.000Z	{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Death toll from twin Somalia bombings rises to 48: regional leader | Reuters https://t.co/o4dEtDruE4	2022-03-31T09:51:56.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@UNWomen_Somalia @UNSomalia @MwomenHRD @JapanGov @UNinSomalia @sadiq14 @Hanifaxabsade @unwomenafrica @adam_abdelmoula @MofaJapan_en @JapanMissionUN This nonsense has to come to an end. Empower what, nowhere’s the UN set foot had a people group been empowered. 

Breach of sovereignty, destruction of culture, attack on religion is what the UN is actively engaged in."	2022-03-31T09:29:24.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@CowardBlock @Fitrah46782412 @Ayy2019 @ApostateProphet Somalia is suffering from civil wars and violent bombing from western countries the same is with Pakistan.	2022-03-31T09:12:18.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
We never faltered from respecting America. We even forgave it in z 1970s when Ethiopia was weak in fighting with domestic &amp; foreign enemies President Carter canceled our arms sale switched sides to President Siad Barre of Somalia. It was shameful. Why again? @POTUS #CancelHR6600	2022-03-31T09:01:53.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@ojkamau @AhmednuurSheekh @BazengaaKE @Somaalilanders @Ibrahim_Muhoro @itsHassanKE @qamarqueen @JeniferShamalla @Nkipserem_98 @AmozKipchirchir @JamesOleKiyiapi @ItsDavidMaina @bennetowuonda @IhaVictors @Ogunde_Ogunde @Ducaysane17 He is not ashamed of Somalia people dying daily through Alshaitan bombing. Those crossed to Kenya during Somalia civil war and became refugees are in peace and don't want to go back to a war torn Somalia.	2022-03-31T08:57:03.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	[]
The Prime Minister of #Somalia, @MohamedHRoble has publicly said that he has been receiving deaths threats following his instructions of holding free &amp; fair election in the parliamentary seat of the late MP Amina Mohamed who was killed in a suicide bombing attack last week. https://t.co/bfd7gOZHqv	2022-03-31T08:34:37.000Z	{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 2}		[]	[]	[]
#Somalia’s Prime Minister Mohamed Hussein Roble pointed finger at the allies of the incumbent President Mohamed Abdullahi Farmajo over the murder of an opposition MP Amina Mohamed in a suicide bombing in Baladweyne last week. https://t.co/nxR90ixiuo	2022-03-31T08:21:27.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@ntvkenya I would blame this kids or the teachers for the perfomance,i mean these guys only go to school like once a week,..they are always having conflicts and fighting cattle rustling ..the govt was busy guarding somalia yet i cant deploy some to enhance peace in such areas..its a pity.	2022-03-31T07:50:17.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
